finess;finess_geo;region;rs_finess;score_satisfaction;taux_reco_brut;type_enquete
970302121;970300083;Guyane;CENTRE HOSPITALIER DE L'OUEST GUYANAIS;;;MCO_48H
970302055;970302055;Guyane;CLINIQUE VERONIQUE;;;MCO_48H
970305629;970305637;Guyane;CENTRE HOSPITALIER INTERCOM DE KOUROU;70.13;59.5;MCO_48H
970408589;970400024;Océan Indien;CENTRE HOSPITALIER UNIVERSITAIRE DE  LA REUNION;64.88;35.5;MCO_48H
970408589;970400057;Océan Indien;CENTRE HOSPITALIER UNIVERSITAIRE DE  LA REUNION;65.96;35.2;MCO_48H
970421038;970400065;Océan Indien;CH GABRIEL MARTIN;71.91;58.0;MCO_48H
970403606;970400073;Océan Indien;GROUPE HOSPITALIER EST REUNION;;;MCO_48H
970408589;970400081;Océan Indien;CENTRE HOSPITALIER UNIVERSITAIRE DE  LA REUNION;;;MCO_48H
970408589;970400180;Océan Indien;CENTRE HOSPITALIER UNIVERSITAIRE DE  LA REUNION;;;MCO_48H
970404109;970404109;Océan Indien;INSTITUT ROBERT DEBRE;;;MCO_48H
970404844;970404844;Océan Indien;CLINIQUE SAINT VINCENT;;;MCO_48H
970462024;970462024;Océan Indien;CLINIQUE JEANNE D'ARC  -  LE PORT;69.76;45.9;MCO_48H
970462073;970462073;Océan Indien;S. A.  CLINIQUE DURIEUX;74.39;65.8;MCO_48H
970462081;970462081;Océan Indien;CLINIQUE LES ORCHIDEES;74.63;72.7;MCO_48H
970462107;970462107;Océan Indien;CLINIQUE SAINTE-CLOTILDE;68.52;49.8;MCO_48H
980500003;980500011;Océan Indien;CENTRE HOSPITALIER DE MAYOTTE;;;MCO_48H
010780054;010000024;Auvergne-Rhône-Alpes;CH DE BOURG EN BRESSE FLEYRIAT;76.56;66.7;CHIRURGIE_AMBULATOIRE
010780062;010000032;Auvergne-Rhône-Alpes;CH DOCTEUR RECAMIER;79.83;61.1;CHIRURGIE_AMBULATOIRE
010008407;010005239;Auvergne-Rhône-Alpes;CH DU HAUT BUGEY;82.8;75.8;CHIRURGIE_AMBULATOIRE
010007300;010007300;Auvergne-Rhône-Alpes;CLINIQUE AMBULATOIRE CENDANEG;76.14;61.8;CHIRURGIE_AMBULATOIRE
010780195;010780195;Auvergne-Rhône-Alpes;CLINIQUE DOCTEUR CONVERT;75.59;60.2;CHIRURGIE_AMBULATOIRE
010780203;010780203;Auvergne-Rhône-Alpes;HÔPITAL PRIVE D–AMBÉRIEU;78.65;62.1;CHIRURGIE_AMBULATOIRE
020000063;020000162;Hauts de France;CENTRE HOSPITALIER DE SAINT QUENTIN;76.63;71.2;CHIRURGIE_AMBULATOIRE
020000360;020000360;Hauts de France;CLINIQUE COURLANCY SOISSONS;77.17;69.0;CHIRURGIE_AMBULATOIRE
020000253;020000394;Hauts de France;CH DE LAON;76.22;54.5;CHIRURGIE_AMBULATOIRE
020000261;020000519;Hauts de France;CENTRE HOSPITALIER DE SOISSONS;79.83;64.7;CHIRURGIE_AMBULATOIRE
020000287;020000535;Hauts de France;CENTRE HOSPITALIER DE CHAUNY;;;CHIRURGIE_AMBULATOIRE
020004404;020001061;Hauts de France;CENTRE HOSPITALIER DE CHÂTEAU-THIERRY;;;CHIRURGIE_AMBULATOIRE
020010047;020010047;Hauts de France;POLYCLINIQUE SAINT CLAUDE;79.27;68.0;CHIRURGIE_AMBULATOIRE
030780092;030000061;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER MOULINS YZEURE;80.4;60.3;CHIRURGIE_AMBULATOIRE
030780100;030000079;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER DE MONTLUCON;;;CHIRURGIE_AMBULATOIRE
030780118;030000087;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER DE VICHY;77.4;68.4;CHIRURGIE_AMBULATOIRE
030780548;030780548;Auvergne-Rhône-Alpes;POLYCLINIQUE LA PERGOLA;73.51;54.1;CHIRURGIE_AMBULATOIRE
030781116;030781116;Auvergne-Rhône-Alpes;HOPITAL PRIVE ST FRANCOIS - POLYCLINIQUE ST ANTOINE;78.03;62.3;CHIRURGIE_AMBULATOIRE
030785430;030785430;Auvergne-Rhône-Alpes;POLYCLINIQUE SAINT-ODILON;77.67;68.3;CHIRURGIE_AMBULATOIRE
040780215;040000093;PACA;CENTRE HOSPITALIER DE MANOSQUE;78.94;65.4;CHIRURGIE_AMBULATOIRE
040788879;040000911;PACA;CENTRE HOSPITALIER DE DIGNE LES BAINS;;;CHIRURGIE_AMBULATOIRE
040780470;040780470;PACA;CLINIQUE DE TOUTES AURES;77.0;64.4;CHIRURGIE_AMBULATOIRE
050000090;050000090;PACA;POLYCLINIQUE DES ALPES DU SUD GAP;77.77;72.2;CHIRURGIE_AMBULATOIRE
050000116;050000231;PACA;CENTRE HOSPITALIER DES ESCARTONS DE BRIANCON;77.94;57.6;CHIRURGIE_AMBULATOIRE
050002948;050000348;PACA;CENTRE HOSPITALIER INTERCOMMUNAL DES ALPES DU SUD;79.57;71.4;CHIRURGIE_AMBULATOIRE
060780897;060000478;PACA;CENTRE HOSPITALIER DE GRASSE;80.31;75.0;CHIRURGIE_AMBULATOIRE
060780954;060000510;PACA;CENTRE HOSPITALIER D'ANTIBES JUAN LES PINS;;;CHIRURGIE_AMBULATOIRE
060000528;060000528;PACA;CENTRE DE LUTTE CONTRE LE CANCER ANTOINE LACASSAGNE;80.78;81.9;CHIRURGIE_AMBULATOIRE
060780988;060000544;PACA;CENTRE HOSPITALIER PIERRE NOUVEAU CANNES;79.53;67.2;CHIRURGIE_AMBULATOIRE
060791761;060002102;PACA;CENTRE HOSPITALIER LA PALMOSA DE MENTON;81.58;77.8;CHIRURGIE_AMBULATOIRE
060785011;060010899;PACA;CENTRE HOSPITALIER UNIVERSITAIRE DE NICE;;;CHIRURGIE_AMBULATOIRE
060021417;060021417;PACA;HOPITAL PRIVE CANNES OXFORD;75.21;61.7;CHIRURGIE_AMBULATOIRE
060780442;060780442;PACA;CLINIQUE SAINT FRANCOIS;82.11;83.4;CHIRURGIE_AMBULATOIRE
060780491;060780491;PACA;INSTITUT ARNAULT TZANCK SAINT LAURENT DU VAR;77.22;68.3;CHIRURGIE_AMBULATOIRE
060780517;060780517;PACA;POLYCLINIQUE SAINT JEAN;78.97;71.8;CHIRURGIE_AMBULATOIRE
060780590;060780590;PACA;CLINIQUE DU PALAIS;77.62;74.6;CHIRURGIE_AMBULATOIRE
060780715;060780715;PACA;CLINIQUE SAINT GEORGE;76.21;59.1;CHIRURGIE_AMBULATOIRE
060780723;060780723;PACA;CLINIQUE DU PARC IMPERIAL;76.15;57.5;CHIRURGIE_AMBULATOIRE
060780756;060780756;PACA;POLYCLINIQUE SANTA MARIA;72.88;64.4;CHIRURGIE_AMBULATOIRE
060780947;060780947;PACA;HOPITAL LENVAL;76.11;71.1;CHIRURGIE_AMBULATOIRE
060781200;060781200;PACA;CLINIQUE SAINT ANTOINE;73.91;51.1;CHIRURGIE_AMBULATOIRE
060785011;060785003;PACA;CENTRE HOSPITALIER UNIVERSITAIRE DE NICE;78.65;69.4;CHIRURGIE_AMBULATOIRE
060785011;060789195;PACA;CENTRE HOSPITALIER UNIVERSITAIRE DE NICE;76.54;64.6;CHIRURGIE_AMBULATOIRE
060800166;060800166;PACA;CLINIQUE DE L'ESPERANCE;76.63;73.7;CHIRURGIE_AMBULATOIRE
070002878;070000013;Auvergne-Rhône-Alpes;CH DES VALS D'ARDÈCHE;;;CHIRURGIE_AMBULATOIRE
070780358;070000179;Auvergne-Rhône-Alpes;CH D'ARDÈCHE NORD;76.54;55.2;CHIRURGIE_AMBULATOIRE
070005566;070000609;Auvergne-Rhône-Alpes;CH D'ARDECHE MERIDIONALE;78.87;59.1;CHIRURGIE_AMBULATOIRE
070780168;070780168;Auvergne-Rhône-Alpes;CLINIQUE DU VIVARAIS SAINT DOMINIQUE;77.12;73.4;CHIRURGIE_AMBULATOIRE
070780424;070780424;Auvergne-Rhône-Alpes;CLINIQUE PASTEUR;74.89;56.8;CHIRURGIE_AMBULATOIRE
080011174;080000110;Grand Est;CHI NORD ARDENNES;;;CHIRURGIE_AMBULATOIRE
080001969;080000219;Grand Est;GROUPE HOSPITALIER SUD ARDENNES;;;CHIRURGIE_AMBULATOIRE
080011174;080000425;Grand Est;CHI NORD ARDENNES;;;CHIRURGIE_AMBULATOIRE
080010473;080010473;Grand Est;GCS TERRITORIAL ARDENNE NORD SITE CH CHARLEVILLE-MEZIERES;;;CHIRURGIE_AMBULATOIRE
090781774;090000175;Occitanie;CENTRE HOSPITALIER INTERCOMMUNAL DU VAL D'ARIEGE;80.41;65.7;CHIRURGIE_AMBULATOIRE
090781816;090000183;Occitanie;CENTRE HOSPITALIER ARIEGE COUSERANS;81.91;80.4;CHIRURGIE_AMBULATOIRE
100000082;100000082;Grand Est;CLINIQUE DU PAYS DE SEINE;76.84;48.5;CHIRURGIE_AMBULATOIRE
100000017;100000090;Grand Est;CENTRE HOSPITALIER DE TROYES;;;CHIRURGIE_AMBULATOIRE
100000124;100000124;Grand Est;POLYCLINIQUE  MONTIER LA CELLE;73.42;60.9;CHIRURGIE_AMBULATOIRE
100010818;100010818;Grand Est;GCS ES CLINIQUE DE CHAMPAGNE;73.17;50.3;CHIRURGIE_AMBULATOIRE
110780061;110000023;Occitanie;CENTRE HOSPITALIER DE CARCASSONNE;82.61;69.8;CHIRURGIE_AMBULATOIRE
110780137;110000056;Occitanie;CENTRE HOSPITALIER DE NARBONNE;;;CHIRURGIE_AMBULATOIRE
110780228;110780228;Occitanie;POLYCLINIQUE LE LANGUEDOC;76.69;55.8;CHIRURGIE_AMBULATOIRE
110780483;110780483;Occitanie;POLYCLINIQUE MONTREAL;77.29;66.0;CHIRURGIE_AMBULATOIRE
120780044;120000039;Occitanie;CENTRE HOSPITALIER DE RODEZ  HOPITAL JACQUES PUEL;78.47;59.8;CHIRURGIE_AMBULATOIRE
120780069;120000054;Occitanie;CENTRE HOSPITALIER LA CHARTREUSE VILLEFRANCHE DE ROUERGUE;79.86;72.1;CHIRURGIE_AMBULATOIRE
120004528;120004569;Occitanie;CENTRE HOSPITALIER DE MILLAU;81.32;68.9;CHIRURGIE_AMBULATOIRE
120004619;120004668;Occitanie;CENTRE HOSPITALIER DE SAINT AFFRIQUE;82.23;77.3;CHIRURGIE_AMBULATOIRE
130041916;130000409;PACA;CHI AIX PERTUIS;73.96;56.7;CHIRURGIE_AMBULATOIRE
130781446;130000565;PACA;CENTRE HOSPITALIER EDMOND GARCIN D'AUBAGNE;77.05;60.5;CHIRURGIE_AMBULATOIRE
130782634;130001225;PACA;CENTRE HOSPITALIER DE SALON DE PROVENCE;76.79;60.3;CHIRURGIE_AMBULATOIRE
130001647;130001647;PACA;INSTITUT PAOLI CALMETTES;82.1;87.2;CHIRURGIE_AMBULATOIRE
130785512;130002215;PACA;CENTRE HOSPITALIER DE LA CIOTAT;80.87;70.6;CHIRURGIE_AMBULATOIRE
130789274;130002827;PACA;CENTRE HOSPITALIER JOSEPH IMBERT ARLES;82.46;73.5;CHIRURGIE_AMBULATOIRE
130789316;130002835;PACA;CENTRE HOSPITALIER DE MARTIGUES;81.85;75.0;CHIRURGIE_AMBULATOIRE
130008253;130008253;PACA;CLINIQUE DE VITROLLES;79.61;67.1;CHIRURGIE_AMBULATOIRE
130037922;130037922;PACA;CLINIQUE DE LA RESIDENCE DU PARC;76.73;62.0;CHIRURGIE_AMBULATOIRE
130042096;130042096;PACA;CENTRE DE CARDIOLOGIE INTERVENTIONNELLE AXIUM RAMBOT GCS;73.94;61.3;CHIRURGIE_AMBULATOIRE
130043664;130043664;PACA;HOPITAL EUROPEEN;78.3;67.7;CHIRURGIE_AMBULATOIRE
130044753;130044753;PACA;CLINIQUE MONTICELLI VELODROME;78.77;70.0;CHIRURGIE_AMBULATOIRE
130786049;130780521;PACA;ASSISTANCE PUBLIQUE DES HOPITAUX DE MARSEILLE;74.93;59.7;CHIRURGIE_AMBULATOIRE
130781370;130781370;PACA;CLINIQUE JEANNE D'ARC;79.33;63.2;CHIRURGIE_AMBULATOIRE
130781479;130781479;PACA;HOPITAL PRIVE LA CASAMANCE;78.67;69.4;CHIRURGIE_AMBULATOIRE
130781867;130781867;PACA;CLINIQUE DE LA CIOTAT;79.67;77.5;CHIRURGIE_AMBULATOIRE
130782071;130782071;PACA;CLINIQUE DE L'ETANG DE L'OLIVIER;75.74;58.7;CHIRURGIE_AMBULATOIRE
130782147;130782147;PACA;CLINIQUE GENERALE DE MARIGNANE;77.24;59.0;CHIRURGIE_AMBULATOIRE
130782162;130782162;PACA;CLINIQUE CHIRURGICALE DE MARTIGUES;76.83;61.1;CHIRURGIE_AMBULATOIRE
130782675;130782675;PACA;CLINIQUE VIGNOLI;78.97;73.1;CHIRURGIE_AMBULATOIRE
130786049;130783236;PACA;ASSISTANCE PUBLIQUE DES HOPITAUX DE MARSEILLE;76.41;57.3;CHIRURGIE_AMBULATOIRE
130786049;130783293;PACA;ASSISTANCE PUBLIQUE DES HOPITAUX DE MARSEILLE;76.11;62.8;CHIRURGIE_AMBULATOIRE
130783327;130783327;PACA;CLINIQUE BOUCHARD;75.16;59.9;CHIRURGIE_AMBULATOIRE
130783665;130783665;PACA;CLINIQUE DE BONNEVEINE;79.35;71.2;CHIRURGIE_AMBULATOIRE
130783723;130783723;PACA;CLINIQUE JUGE;79.7;76.1;CHIRURGIE_AMBULATOIRE
130784051;130784051;PACA;HOPITAL PRIVE CLAIRVAL;76.0;63.4;CHIRURGIE_AMBULATOIRE
130786049;130784234;PACA;ASSISTANCE PUBLIQUE DES HOPITAUX DE MARSEILLE;77.26;67.2;CHIRURGIE_AMBULATOIRE
130784713;130784713;PACA;HOPITAL PRIVE MARSEILLE BEAUREGARD VERT COTEAU;77.0;62.5;CHIRURGIE_AMBULATOIRE
130784903;130784903;PACA;CLINIQUE LA PHOCEANNE;81.21;77.1;CHIRURGIE_AMBULATOIRE
130785389;130785389;PACA;CLINIQUE CHANTECLER;78.19;66.1;CHIRURGIE_AMBULATOIRE
130785652;130785652;PACA;HOPITAL SAINT JOSEPH;75.34;65.9;CHIRURGIE_AMBULATOIRE
130785678;130785678;PACA;HOPITAL PRIVE MARSEILLE VERT COTEAU;79.15;59.4;CHIRURGIE_AMBULATOIRE
130786361;130786361;PACA;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;78.05;69.8;CHIRURGIE_AMBULATOIRE
130786445;130786445;PACA;MATERNITE CATHOLIQUE DE PROVENCE L'ETOILE;85.15;88.7;CHIRURGIE_AMBULATOIRE
130786742;130786742;PACA;HOPITAL D'INSTRUCTION DES ARMEES LAVERAN;83.3;84.9;CHIRURGIE_AMBULATOIRE
130786049;130804297;PACA;ASSISTANCE PUBLIQUE DES HOPITAUX DE MARSEILLE;65.1;30.0;CHIRURGIE_AMBULATOIRE
130810740;130810740;PACA;CLINIQUE AXIUM;78.12;71.4;CHIRURGIE_AMBULATOIRE
140000035;140000027;Normandie;CENTRE HOSPITALIER DE LISIEUX;;;CHIRURGIE_AMBULATOIRE
140000100;140000209;Normandie;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE;82.74;69.3;CHIRURGIE_AMBULATOIRE
140000118;140000233;Normandie;CENTRE HOSPITALIER DE FALAISE;78.19;73.2;CHIRURGIE_AMBULATOIRE
140000290;140000290;Normandie;CLINIQUE NOTRE DAME - VIRE;81.18;75.6;CHIRURGIE_AMBULATOIRE
140000555;140000555;Normandie;CENTRE REGIONAL DE LUTTE CONTRE LE CANCER FRANCOIS BACLESSE;84.23;89.5;CHIRURGIE_AMBULATOIRE
140002452;140002452;Normandie;CLINIQUE DE LA MISERICORDE - CAEN;84.01;89.4;CHIRURGIE_AMBULATOIRE
140016759;140016759;Normandie;POLYCLINIQUE DU PARC - CAEN;76.65;60.2;CHIRURGIE_AMBULATOIRE
140017237;140017237;Normandie;HOPITAL PRIVE ST MARTIN-CAEN;75.34;69.3;CHIRURGIE_AMBULATOIRE
140018730;140018730;Normandie;POLYCLINIQUE DE LISIEUX;79.54;73.8;CHIRURGIE_AMBULATOIRE
140000092;140024886;Normandie;CENTRE HOSPITALIER DE BAYEUX;82.5;77.2;CHIRURGIE_AMBULATOIRE
140026709;140026709;Normandie;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;79.06;67.2;CHIRURGIE_AMBULATOIRE
150780088;150000032;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER DE SAINT FLOUR;;;CHIRURGIE_AMBULATOIRE
150780096;150000040;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER H.MONDOR;80.14;64.1;CHIRURGIE_AMBULATOIRE
150780732;150780732;Auvergne-Rhône-Alpes;CENTRE MEDICO-CHIRURGICAL DE TRONQUIERES;77.54;65.1;CHIRURGIE_AMBULATOIRE
160000170;160000170;Nouvelle Aquitaine;CLINIQUE SAINT-JOSEPH - ANGOULEME;77.9;66.9;CHIRURGIE_AMBULATOIRE
160000451;160000253;Nouvelle Aquitaine;CENTRE HOSPITALIER D'ANGOULEME;80.96;66.0;CHIRURGIE_AMBULATOIRE
160000279;160000279;Nouvelle Aquitaine;CLINIQUE DE COGNAC;77.94;62.0;CHIRURGIE_AMBULATOIRE
160013207;160013207;Nouvelle Aquitaine;CENTRE CLINICAL SA;79.62;71.2;CHIRURGIE_AMBULATOIRE
170780050;170000038;Nouvelle Aquitaine;CENTRE HOSPITALIER DE JONZAC;;;CHIRURGIE_AMBULATOIRE
170024194;170000087;Nouvelle Aquitaine;CH GROUPE HOSPITALIER DE LA ROCHELLE-RE-AUNIS;80.68;73.5;CHIRURGIE_AMBULATOIRE
170780167;170000095;Nouvelle Aquitaine;CH DE SAINT-JEAN D'ANGELY;;;CHIRURGIE_AMBULATOIRE
170780175;170000103;Nouvelle Aquitaine;CTRE HOSP. DE SAINTONGE - SAINTES;78.9;61.1;CHIRURGIE_AMBULATOIRE
170780225;170000152;Nouvelle Aquitaine;CENTRE HOSPITALIER ROCHEFORT;79.86;71.6;CHIRURGIE_AMBULATOIRE
170780563;170780563;Nouvelle Aquitaine;ETAB. DE SOINS PASTEUR - ROYAN;79.33;75.3;CHIRURGIE_AMBULATOIRE
170780613;170780613;Nouvelle Aquitaine;CLINIQUE DU MAIL - LA ROCHELLE;77.89;65.5;CHIRURGIE_AMBULATOIRE
170780621;170780621;Nouvelle Aquitaine;POLYCLINIQUE SAINT GEORGES;;;CHIRURGIE_AMBULATOIRE
170780647;170780647;Nouvelle Aquitaine;CLINIQUE RICHELIEU - SAINTES;77.5;67.2;CHIRURGIE_AMBULATOIRE
170780662;170780662;Nouvelle Aquitaine;CAPIO CLINIQUE DE L'ATLANTIQUE;78.48;74.3;CHIRURGIE_AMBULATOIRE
180000028;180000010;Centre-Val de Loire;CH JACQUES COEUR  DE BOURGES;80.37;67.1;CHIRURGIE_AMBULATOIRE
180000051;180000200;Centre-Val de Loire;CH DE VIERZON;81.99;73.9;CHIRURGIE_AMBULATOIRE
180000069;180000283;Centre-Val de Loire;CH DE SAINT AMAND-MONTROND;;;CHIRURGIE_AMBULATOIRE
180004145;180004145;Centre-Val de Loire;HOPITAL PRIVE GUILLAUME DE VARYE;77.06;65.2;CHIRURGIE_AMBULATOIRE
190000042;190000018;Nouvelle Aquitaine;CENTRE HOSPITALIER DUBOIS BRIVE;78.4;64.2;CHIRURGIE_AMBULATOIRE
190000059;190000026;Nouvelle Aquitaine;CENTRE HOSPITALIER COEUR DE CORREZE;79.5;50.0;CHIRURGIE_AMBULATOIRE
190000075;190000091;Nouvelle Aquitaine;CENTRE HOSPITALIER D'USSEL;82.27;73.3;CHIRURGIE_AMBULATOIRE
190000224;190000224;Nouvelle Aquitaine;CLINIQUE LES CEDRES BRIVE;80.37;72.5;CHIRURGIE_AMBULATOIRE
190000257;190000257;Nouvelle Aquitaine;CLINIQUE  SAINT-GERMAIN  BRIVE;80.06;66.2;CHIRURGIE_AMBULATOIRE
210011847;210011847;Bourgogne-Franche-Comté;POLYCLINIQUE DU PARC DREVON;71.72;56.6;CHIRURGIE_AMBULATOIRE
210012670;210012670;Bourgogne-Franche-Comté;HOPITAL PRIVE DIJON BOURGOGNE;75.04;58.0;CHIRURGIE_AMBULATOIRE
210780789;210780789;Bourgogne-Franche-Comté;CLINIQUE MUTUALISTE BENIGNE-JOLY A TALANT;74.25;57.3;CHIRURGIE_AMBULATOIRE
210780581;210987558;Bourgogne-Franche-Comté;CENTRE HOSPITALIER UNIVERSITAIRE DE DIJON;78.27;69.9;CHIRURGIE_AMBULATOIRE
210012175;210987657;Bourgogne-Franche-Comté;HOSPICES CIVILS DE BEAUENE;82.48;77.9;CHIRURGIE_AMBULATOIRE
210780706;210987699;Bourgogne-Franche-Comté;CENTRE HOSPITALIER ROBERT MORLEVAT SEMUR EN AUXOIS;76.41;57.5;CHIRURGIE_AMBULATOIRE
210987731;210987731;Bourgogne-Franche-Comté;CENTRE DE LUTTE CONTRE LE CANCER GEORGES-FRANCOIS LECLERC;84.86;91.8;CHIRURGIE_AMBULATOIRE
220000020;220000012;Bretagne;CENTRE HOSPITALIER DE SAINT BRIEUC;79.1;70.9;CHIRURGIE_AMBULATOIRE
220000046;220000095;Bretagne;CENTRE HOSPITALIER DINAN;;;CHIRURGIE_AMBULATOIRE
220000111;220000111;Bretagne;POLYCLINIQUE DU TREGOR;79.49;76.8;CHIRURGIE_AMBULATOIRE
220000079;220000343;Bretagne;CENTRE HOSPITALIER GUINGAMP;80.3;72.9;CHIRURGIE_AMBULATOIRE
220000103;220000368;Bretagne;CENTRE HOSPITALIER GENERAL -  LANNION;82.86;66.0;CHIRURGIE_AMBULATOIRE
220005599;220005599;Bretagne;POLYCLINIQUE DU PAYS DE RANCE;82.26;75.7;CHIRURGIE_AMBULATOIRE
220022800;220022800;Bretagne;HOPITAL PRIVE DES COTES D'ARMOR;78.52;74.2;CHIRURGIE_AMBULATOIRE
230780041;230000820;Nouvelle Aquitaine;CENTRE HOSPITALIER DE GUERET;;;CHIRURGIE_AMBULATOIRE
230780082;230780082;Nouvelle Aquitaine;CENTRE MEDICAL NATIONAL ALFRED LEUNE - MGEN;;;CHIRURGIE_AMBULATOIRE
230780157;230780157;Nouvelle Aquitaine;CLINIQUE DE LA MARCHE GUERET;77.77;68.4;CHIRURGIE_AMBULATOIRE
240000190;240000190;Nouvelle Aquitaine;SOCIETE ANONYME POLYCLINIQUE FRANCHEVILLE;75.69;63.9;CHIRURGIE_AMBULATOIRE
240000208;240000208;Nouvelle Aquitaine;CLINIQUE PASTEUR;77.18;64.1;CHIRURGIE_AMBULATOIRE
240000216;240000216;Nouvelle Aquitaine;SA CLINIQUE DU PARC;80.88;76.2;CHIRURGIE_AMBULATOIRE
240000059;240000372;Nouvelle Aquitaine;CENTRE HOSPITALIER SAMUEL POZZI;;;CHIRURGIE_AMBULATOIRE
240000117;240000489;Nouvelle Aquitaine;CENTRE HOSPITALIER DE PERIGUEUX;81.1;63.7;CHIRURGIE_AMBULATOIRE
240000448;240000687;Nouvelle Aquitaine;CENTRE HOSPITALIER JEAN LECLAIRE;;;CHIRURGIE_AMBULATOIRE
250000270;250000270;Bourgogne-Franche-Comté;CAPIO CLINIQUE SAINT VINCENT BESANCON;78.25;71.4;CHIRURGIE_AMBULATOIRE
250000452;250000700;Bourgogne-Franche-Comté;CHI HC CHI HAUTE COMTE;80.39;68.5;CHIRURGIE_AMBULATOIRE
250000015;250006954;Bourgogne-Franche-Comté;CHRU BESANCON;76.58;66.6;CHIRURGIE_AMBULATOIRE
250011848;250011848;Bourgogne-Franche-Comté;HOSPITALIA MUTUALITE POLYCLINIQUE DE FRANCHE COMTE;79.31;75.3;CHIRURGIE_AMBULATOIRE
260000021;260000013;Auvergne-Rhône-Alpes;CH DE VALENCE;77.26;62.6;CHIRURGIE_AMBULATOIRE
260016910;260000120;Auvergne-Rhône-Alpes;HOPITAUX DROME NORD;78.92;70.3;CHIRURGIE_AMBULATOIRE
260000047;260000138;Auvergne-Rhône-Alpes;CH DE MONTELIMAR;;;CHIRURGIE_AMBULATOIRE
260000054;260000146;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER DE CREST;82.14;86.0;CHIRURGIE_AMBULATOIRE
260000260;260000260;Auvergne-Rhône-Alpes;CLINIQUE LA PARISIÈRE;77.73;59.0;CHIRURGIE_AMBULATOIRE
260003017;260003017;Auvergne-Rhône-Alpes;CLINIQUE KENNEDY;75.55;59.2;CHIRURGIE_AMBULATOIRE
260006267;260006267;Auvergne-Rhône-Alpes;CLINIQUE GENERALE VALENCE;74.28;55.4;CHIRURGIE_AMBULATOIRE
270000060;270000045;Normandie;CENTRE HOSPITALIER DE BERNAY;81.93;77.3;CHIRURGIE_AMBULATOIRE
270000326;270000326;Normandie;CLINIQUE CHIRURGICALE PASTEUR EVREUX;78.43;66.3;CHIRURGIE_AMBULATOIRE
270023724;270000359;Normandie;CENTRE HOSPITALIER EURE-SEINE;77.48;55.2;CHIRURGIE_AMBULATOIRE
270000086;270000367;Normandie;POLE SANITAIRE DU VEXIN CH GISORS;79.47;59.0;CHIRURGIE_AMBULATOIRE
270000102;270000425;Normandie;CENTRE HOSPITALIER DE PONT-AUDEMER;;;CHIRURGIE_AMBULATOIRE
270023724;270000458;Normandie;CENTRE HOSPITALIER EURE-SEINE;78.52;46.0;CHIRURGIE_AMBULATOIRE
270000862;270000862;Normandie;CLINIQUE BERGOUIGNAN;76.87;60.0;CHIRURGIE_AMBULATOIRE
280000183;280000084;Centre-Val de Loire;CENTRE HOSPITALIER DE DREUX;77.5;47.7;CHIRURGIE_AMBULATOIRE
280500075;280000662;Centre-Val de Loire;CENTRE HOSPITALIER DE CHATEAUDUN;79.78;63.1;CHIRURGIE_AMBULATOIRE
280000589;280502998;Centre-Val de Loire;CH DE NOGENT LE ROTROU;78.34;72.1;CHIRURGIE_AMBULATOIRE
280000134;280504267;Centre-Val de Loire;CH DE CHARTRES;78.72;65.7;CHIRURGIE_AMBULATOIRE
280505777;280505777;Centre-Val de Loire;NOUVELLE CLINIQUE SAINT FRANCOIS;75.55;59.6;CHIRURGIE_AMBULATOIRE
290020700;290000025;Bretagne;CENTRE HOSPITALIER INTERCOMMUNAL DE CORNOUAILLE;80.04;65.2;CHIRURGIE_AMBULATOIRE
290021542;290000033;Bretagne;CENTRE HOSPITALIER DES PAYS DE MORLAIX;79.0;53.3;CHIRURGIE_AMBULATOIRE
290000017;290000058;Bretagne;CENTRE HOSPITALIER REGIONAL ET UNIVERSITAIRE DE BREST;76.68;64.8;CHIRURGIE_AMBULATOIRE
290000140;290000140;Bretagne;CLINIQUE PASTEUR LANROZE;79.32;63.7;CHIRURGIE_AMBULATOIRE
290000041;290000173;Bretagne;CENTRE HOSPITALIER FERDINAND GRALL LANDERNEAU;79.99;62.1;CHIRURGIE_AMBULATOIRE
290000207;290000207;Bretagne;CLINIQUE SAINT-MICHEL ET SAINTE-ANNE;79.38;77.5;CHIRURGIE_AMBULATOIRE
290000215;290000215;Bretagne;POLYCLINIQUE QUIMPER SUD;78.0;74.6;CHIRURGIE_AMBULATOIRE
290000017;290000256;Bretagne;CENTRE HOSPITALIER REGIONAL ET UNIVERSITAIRE DE BREST;80.71;64.3;CHIRURGIE_AMBULATOIRE
290000728;290000728;Bretagne;HOPITAL INSTRUCTION DES ARMEES;84.79;80.5;CHIRURGIE_AMBULATOIRE
290004142;290004142;Bretagne;CLINIQUE DU GRAND LARGE;79.92;68.2;CHIRURGIE_AMBULATOIRE
290000017;290004324;Bretagne;CENTRE HOSPITALIER REGIONAL ET UNIVERSITAIRE DE BREST;78.18;69.8;CHIRURGIE_AMBULATOIRE
