finess;finess_geo;region;rs_finess;score_satisfaction;taux_reco_brut;type_enquete
310780671;310000310;Occitanie;CENTRE HOSPITALIER COMMINGES PYRENEES;78.65;63.6;MCO_48H
310780671;310009279;Occitanie;CENTRE HOSPITALIER COMMINGES PYRENEES;74.38;54.5;MCO_48H
310781406;310016977;Occitanie;CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE;72.05;59.2;MCO_48H
310781406;310019351;Occitanie;CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE;76.95;65.1;MCO_48H
310021571;310021571;Occitanie;CENTRE GERIATRIQUE DES MINIMES;;;MCO_48H
310781406;310022298;Occitanie;CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE;;;MCO_48H
310781406;310025333;Occitanie;CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE;80.25;76.4;MCO_48H
310026083;310026083;Occitanie;CLINIQUE SAINT-CYPRIEN RIVE GAUCHE;74.39;58.3;MCO_48H
310026927;310026927;Occitanie;CL CAPIO LA CROIX DU SUD;74.06;50.8;MCO_48H
310780150;310780150;Occitanie;CLINIQUE MEDIPOLE GARONNE;79.76;76.3;MCO_48H
310780259;310780259;Occitanie;CLINIQUE PASTEUR;76.7;73.3;MCO_48H
310780283;310780283;Occitanie;CLINIQUE DE L'UNION;74.43;53.6;MCO_48H
310780382;310780382;Occitanie;CLINIQUE AMBROISE PARE;71.73;44.4;MCO_48H
310781000;310781000;Occitanie;CLINIQUE DES CEDRES;74.55;48.4;MCO_48H
310781067;310781067;Occitanie;HOPITAL JOSEPH DUCUING;73.25;69.4;MCO_48H
310781505;310781505;Occitanie;S.A. CLINIQUE D'OCCITANIE;72.94;53.4;MCO_48H
310781695;310781695;Occitanie;CLINIQUE DE LAGARDELLE CLINEA;;;MCO_48H
310782016;310782016;Occitanie;CLINIQUE NEPHROLOGIQUE SAINT EXUPERY;;;MCO_48H
310782347;310782347;Occitanie;INSTITUT CLAUDIUS REGAUD;81.86;81.7;MCO_48H
310781406;310783048;Occitanie;CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE;75.15;65.5;MCO_48H
310781406;310783055;Occitanie;CENTRE HOSPITALIER UNIVERSITAIRE DE TOULOUSE;74.07;63.9;MCO_48H
320780117;320000086;Occitanie;CENTRE HOSPITALIER D'AUCH;72.37;58.3;MCO_48H
320780067;320780067;Occitanie;POLYCLINIQUE DE GASCOGNE;;;MCO_48H
330000217;330000217;Nouvelle Aquitaine;MAISON DE SANTE MARIE GALENE ASSOC DES DAMES DU CALVAIRE;;;MCO_48H
330000332;330000332;Nouvelle Aquitaine;HOPITAL SUBURBAIN DU BOUSCAT;75.98;67.5;MCO_48H
330000340;330000340;Nouvelle Aquitaine;MAISON DE SANTE PROTESTANTE DE BORDEAUX BAGATELLE;74.33;64.7;MCO_48H
330781204;330000555;Nouvelle Aquitaine;CENTRE HOSPITALIER D'ARCACHON;73.41;56.8;MCO_48H
330781220;330000571;Nouvelle Aquitaine;CENTRE HOSPITALIER DE LA HAUTE GIRONDE;69.28;32.1;MCO_48H
330027509;330000589;Nouvelle Aquitaine;CENTRE HOSPITALIER INTERCOMMUNAL SUD GIRONDE;;;MCO_48H
330781253;330000605;Nouvelle Aquitaine;CENTRE HOSPITALIER DE LIBOURNE;72.72;53.1;MCO_48H
330781261;330000613;Nouvelle Aquitaine;CENTRE HOSPITALIER DE STE FOY LA GRANDE;;;MCO_48H
330000662;330000662;Nouvelle Aquitaine;INSTITUT BERGONIE CENTRE REGIONAL DE LUTTE CONTRE LE CANCER;78.44;83.1;MCO_48H
330060658;330060658;Nouvelle Aquitaine; GCS CLINIQUE CHIRURGICALE LIBOURNAIS;79.09;75.9;MCO_48H
330780040;330780040;Nouvelle Aquitaine;NOUVELLE CLINIQUE BEL AIR;79.5;71.9;MCO_48H
330780081;330780081;Nouvelle Aquitaine;CLINIQUE SAINT- AUGUSTIN;74.66;65.1;MCO_48H
330780115;330780115;Nouvelle Aquitaine;SA CLINIQUE TIVOLI-DUCOS;75.76;56.1;MCO_48H
330780206;330780206;Nouvelle Aquitaine;CLINIQUE D'ARCACHON;77.32;66.9;MCO_48H
330780263;330780263;Nouvelle Aquitaine;POLYCLINIQUE BORDEAUX RIVE DROITE - CLINIQ QUATRE PAVILLONS;73.54;58.8;MCO_48H
330780271;330780271;Nouvelle Aquitaine;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;82.21;83.5;MCO_48H
330780354;330780354;Nouvelle Aquitaine;POLYCLINIQUE DE BORDEAUX CAUDERAN LES PINS FRANCS;74.55;43.2;MCO_48H
330780479;330780479;Nouvelle Aquitaine;POLYCLINIQUE BORDEAUX NORD AQUITAINE;73.81;56.2;MCO_48H
330780495;330780495;Nouvelle Aquitaine;CLINIQUE MUTUALISTE DU MEDOC;69.17;32.5;MCO_48H
330780503;330780503;Nouvelle Aquitaine;HOPITAL PRIVE SAINT-MARTIN;77.66;66.5;MCO_48H
330780511;330780511;Nouvelle Aquitaine;CLINIQUE SAINTE-ANNE;79.48;71.4;MCO_48H
330780529;330780529;Nouvelle Aquitaine;CLINIQUE MUTUALISTE DE PESSAC;75.16;67.8;MCO_48H
330780537;330780537;Nouvelle Aquitaine;CENTRE MEDICO-CHIRURGICAL WALLERSTEIN;76.09;60.9;MCO_48H
330781196;330781337;Nouvelle Aquitaine;CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX;;;MCO_48H
330781196;330781352;Nouvelle Aquitaine;CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX;75.23;60.2;MCO_48H
330781196;330781360;Nouvelle Aquitaine;CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX;73.12;61.8;MCO_48H
330781402;330781402;Nouvelle Aquitaine;POLYCLINIQUE DE BORDEAUX-TONDU;75.7;53.6;MCO_48H
330782582;330782582;Nouvelle Aquitaine;POLYCLINIQUE JEAN VILLAR;75.86;57.7;MCO_48H
330781196;330783648;Nouvelle Aquitaine;CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX;75.72;73.7;MCO_48H
330781196;330802752;Nouvelle Aquitaine;CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX;;;MCO_48H
340780055;340000033;Occitanie;CENTRE HOSPITALIER BEZIERS;71.47;53.5;MCO_48H
340000207;340000207;Occitanie;INSTITUT REGIONAL DU CANCER DE MONTPELLIER;80.55;83.3;MCO_48H
340011295;340000223;Occitanie;LES HOPITAUX DU BASSIN DE THAU;73.23;42.9;MCO_48H
340780535;340000231;Occitanie;CENTRE HOSPITALIER DE LUNEL;;;MCO_48H
340780477;340008275;Occitanie;CENTRE HOSPITALIER UNIVERSITAIRE MONTPELLIER;;;MCO_48H
340009885;340009885;Occitanie;POLYCLINIQUE CHAMPEAU;74.46;54.0;MCO_48H
340015502;340015502;Occitanie;CLINIQUE DU MILLENAIRE (LAVALETTE/SAINT-ROCH/RECH);74.85;67.4;MCO_48H
340015965;340015965;Occitanie;POLYCLINIQUE CLINIQUE SAINT PRIVAT;78.3;72.8;MCO_48H
340022979;340022979;Occitanie;POLYCLINIQUE ST ROCH;72.34;55.8;MCO_48H
340780139;340780139;Occitanie;CLINIQUE D'OTOLOGIE DU DOCTEUR JEAN CAUSSE;80.12;81.0;MCO_48H
340780147;340780147;Occitanie;POLYCLINIQUE DES TROIS VALLEES;;;MCO_48H
340780154;340780154;Occitanie;POLYCLINIQUE PASTEUR;70.61;47.5;MCO_48H
340011295;340780436;Occitanie;LES HOPITAUX DU BASSIN DE THAU;;;MCO_48H
340780568;340780568;Occitanie;CLINIQUE DU SOUFFLE LA VALLONNNIE;;;MCO_48H
340780634;340780634;Occitanie;CLINIQUE SAINT JEAN;75.8;58.1;MCO_48H
340780642;340780642;Occitanie;CLINIQUE MEDICO CHIRURGICALE BEAU SOLEIL;;;MCO_48H
340780667;340780667;Occitanie;CLINIQUE DU PARC;73.81;58.6;MCO_48H
340780675;340780675;Occitanie;CLINIQUE CLEMENTVILLE;73.55;59.0;MCO_48H
340780717;340780717;Occitanie;CLINIQUE SAINT LOUIS LANGUEDOC MUTUALITE UNION AMBULATOIRE;72.37;62.0;MCO_48H
340780725;340780725;Occitanie;CLINIQUE VIA DOMITIA;74.22;67.6;MCO_48H
340780741;340780741;Occitanie;POLYCLINIQUE SAINTE THERESE;78.25;76.9;MCO_48H
340781608;340781608;Occitanie;CLINIQUE DU MAS  DE ROCHET;73.85;38.8;MCO_48H
340780477;340782036;Occitanie;CENTRE HOSPITALIER UNIVERSITAIRE MONTPELLIER;71.13;53.0;MCO_48H
340780477;340782085;Occitanie;CENTRE HOSPITALIER UNIVERSITAIRE MONTPELLIER;73.58;62.5;MCO_48H
340780477;340785161;Occitanie;CENTRE HOSPITALIER UNIVERSITAIRE MONTPELLIER;72.39;53.5;MCO_48H
340780477;340796663;Occitanie;CENTRE HOSPITALIER UNIVERSITAIRE MONTPELLIER;71.44;59.0;MCO_48H
350000063;350000063;Bretagne;HOPITAL ST THOMAS DE VILLENEUVE BAIN;;;MCO_48H
350000121;350000121;Bretagne;CHP SAINT GREGOIRE;75.55;60.2;MCO_48H
350000139;350000139;Bretagne;CLINIQUE MUTUALISTE LA SAGESSE RENNES;77.04;74.7;MCO_48H
350000022;350000147;Bretagne;CENTRE HOSPITALIER DE SAINT MALO - HOPITAL BROUSSAIS;71.84;48.5;MCO_48H
350000030;350000154;Bretagne;CENTRE HOSPITALIER DE FOUGERES;75.12;60.8;MCO_48H
350000048;350000162;Bretagne;CENTRE HOSPITALIER DE SECTEUR;72.72;50.5;MCO_48H
350000055;350000188;Bretagne;CENTRE HOSPITALIER DE VITRE;;;MCO_48H
350000196;350000196;Bretagne;CLINIQUE DE LA COTE D'EMERAUDE;80.53;80.0;MCO_48H
350005179;350000741;Bretagne;CHRU RENNES;74.28;63.8;MCO_48H
350002192;350002192;Bretagne;POLYCLINIQUE ST LAURENT;79.67;77.5;MCO_48H
350002812;350002812;Bretagne;CENTRE REGIONAL DE LUTTE CONTRE LE CANCER EUGENE MARQUIS;80.35;71.6;MCO_48H
350005146;350005146;Bretagne;HOPITAL PRIVE SEVIGNE;75.44;56.0;MCO_48H
350005179;350007084;Bretagne;CHRU RENNES;73.94;55.9;MCO_48H
360000046;360000038;Centre-Val de Loire;CH LA TOUR BLANCHE D'ISSOUDUN;;;MCO_48H
360000129;360000129;Centre-Val de Loire;CLINIQUE SAINT FRANCOIS;75.97;57.4;MCO_48H
360000053;360000137;Centre-Val de Loire;CH DE CHATEAUROUX;68.89;27.6;MCO_48H
360000061;360000145;Centre-Val de Loire;CH DE LA CHATRE;;;MCO_48H
360000053;360000160;Centre-Val de Loire;CH DE CHATEAUROUX;;;MCO_48H
370000051;370000051;Centre-Val de Loire;CLINIQUE JEANNE D'ARC - ST BENOIT;;;MCO_48H
370000085;370000085;Centre-Val de Loire;CLINIQUE SAINT-GATIEN - TOURS;;;MCO_48H
370000093;370000093;Centre-Val de Loire;CLINIQUE DE L'ALLIANCE - ST CYR/LOIRE;72.57;51.9;MCO_48H
370000481;370000499;Centre-Val de Loire;CHU DE TOURS;69.71;58.5;MCO_48H
370000606;370000531;Centre-Val de Loire;CENTRE HOSPITALIER DU CHINONAIS;78.74;80.0;MCO_48H
370000564;370000580;Centre-Val de Loire;CENTRE HOSPITALIER INTER-COMMUNAL  AMBOISE - CHATEAU-RENAULT;;;MCO_48H
370000481;370000861;Centre-Val de Loire;CHU DE TOURS;72.92;60.0;MCO_48H
370000564;370000879;Centre-Val de Loire;CENTRE HOSPITALIER INTER-COMMUNAL  AMBOISE - CHATEAU-RENAULT;72.99;52.1;MCO_48H
370000614;370000903;Centre-Val de Loire;CH DE LOCHES;;;MCO_48H
370002701;370001109;Centre-Val de Loire;ETABLISSEMENTS POUR PERSONNES AGEES(MOYEN,LONG SEJOUR,M. R.);;;MCO_48H
370000481;370004467;Centre-Val de Loire;CHU DE TOURS;73.23;59.2;MCO_48H
370007569;370007569;Centre-Val de Loire;POLE SANTE LEONARD DE VINCI;77.28;63.0;MCO_48H
380780031;380000026;Auvergne-Rhône-Alpes;CH DE LA MURE;;;MCO_48H
380780049;380000034;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER PIERRE OUDOT;72.82;51.2;MCO_48H
380780056;380000042;Auvergne-Rhône-Alpes;CH YVES TOURAINE;72.62;54.4;MCO_48H
380780072;380000059;Auvergne-Rhône-Alpes;CH DE RIVES;;;MCO_48H
380780080;380000067;Auvergne-Rhône-Alpes;CHU GRENOBLE;72.49;55.1;MCO_48H
380780171;380000091;Auvergne-Rhône-Alpes;CH DE SAINT MARCELLIN;;;MCO_48H
380780213;380000109;Auvergne-Rhône-Alpes;CH DE SAINT LAURENT DU PONT;;;MCO_48H
380781435;380000174;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER LUCIEN HUSSEL;71.35;52.8;MCO_48H
380780080;380000406;Auvergne-Rhône-Alpes;CHU GRENOBLE;71.02;42.3;MCO_48H
380012658;380012658;Auvergne-Rhône-Alpes;GROUPE HOSPITALIER MUTUALISTE DE GRENOBLE;75.56;69.7;MCO_48H
380020123;380020123;Auvergne-Rhône-Alpes;CLINIQUE DES COTES DU RHONE;;;MCO_48H
380780197;380780197;Auvergne-Rhône-Alpes;CLINIQUE SAINT VINCENT DE PAUL MATERNITE CATHOLIQUE;75.23;66.2;MCO_48H
380780288;380780288;Auvergne-Rhône-Alpes;CLINIQUE MEDICO-CHIRURGICALE DE CHARTREUSE A VOIRON;75.55;59.4;MCO_48H
380780080;380782722;Auvergne-Rhône-Alpes;CHU GRENOBLE;76.85;63.4;MCO_48H
380785956;380785956;Auvergne-Rhône-Alpes;CLINIQUE DES CÈDRES;75.04;57.2;MCO_48H
380786442;380786442;Auvergne-Rhône-Alpes;CLINIQUE BELLEDONNE ST-MARTIN-D'HERES;74.44;55.5;MCO_48H
390780146;390000040;Bourgogne-Franche-Comté;CENTRE HOSPITALIER LONS LE SAUNIER;;;MCO_48H
390780161;390000065;Bourgogne-Franche-Comté;CH LOUIS JAILLON SAINT CLAUDE;;;MCO_48H
390780609;390000222;Bourgogne-Franche-Comté;CENTRE HOSPITALIER L PASTEUR DOLE;70.85;48.6;MCO_48H
390780559;390780559;Bourgogne-Franche-Comté;CLINIQUE DU JURA;81.07;86.8;MCO_48H
390780575;390780575;Bourgogne-Franche-Comté;HOSPITALIA MUTUALITE POLYCLINIQUE DU PARC;80.1;77.2;MCO_48H
390781193;390781193;Bourgogne-Franche-Comté;UNITE DE SOINS PLURIDISCIPLINAIRES DE BLETTERANS;;;MCO_48H
400780193;400000105;Nouvelle Aquitaine;CENTRE HOSPITALIER DE DAX COTE D'ARGENT;73.17;52.8;MCO_48H
400011177;400000139;Nouvelle Aquitaine;CENTRE HOSPITALIER DE MONT DE MARSAN;71.97;44.2;MCO_48H
400015103;400015103;Nouvelle Aquitaine;GCS PAYS DE L'ADOUR;;;MCO_48H
400780359;400780359;Nouvelle Aquitaine;CLINIQUE DES LANDES;80.24;67.7;MCO_48H
400782769;400782769;Nouvelle Aquitaine;POLYCLINIQUE LES CHENES;;;MCO_48H
410000087;410000020;Centre-Val de Loire;CH DE BLOIS;73.48;46.0;MCO_48H
410000095;410000038;Centre-Val de Loire;CH DE VENDOME;;;MCO_48H
410000103;410000046;Centre-Val de Loire;CH DE ROMORANTIN-LANTHENAY;73.75;48.1;MCO_48H
410000111;410000053;Centre-Val de Loire;CH DE ST AIGNAN;;;MCO_48H
410000202;410000202;Centre-Val de Loire;POLYCLINIQUE BLOIS;76.47;63.2;MCO_48H
410004998;410004998;Centre-Val de Loire;CLINIQUE DU SAINT COEUR - VENDOME;75.38;58.7;MCO_48H
420780033;420000010;Auvergne-Rhône-Alpes;CH DE ROANNE;73.48;46.3;MCO_48H
420000192;420000192;Auvergne-Rhône-Alpes;CLINIQUE MEDICALE LA BUISSONNIÈRE;;;MCO_48H
420013831;420000226;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER DU FOREZ;76.52;65.8;MCO_48H
420780652;420000234;Auvergne-Rhône-Alpes;CH DE FIRMINY;70.91;56.7;MCO_48H
420013831;420000267;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER DU FOREZ;;;MCO_48H
420010050;420010050;Auvergne-Rhône-Alpes;CLINIQUE MUTUALISTE CHIRURGICALE;78.01;73.4;MCO_48H
420013492;420010241;Auvergne-Rhône-Alpes;GCS-ES INSTIT. CANCER. LUCIEN NEUWIRTH;77.86;66.7;MCO_48H
420011413;420011413;Auvergne-Rhône-Alpes;HOPITAL PRIVE DE LA LOIRE;72.57;48.8;MCO_48H
420780504;420780504;Auvergne-Rhône-Alpes;CLINIQUE DU PARC ST PRIEST EN JAREZ;75.39;58.0;MCO_48H
420002495;420780637;Auvergne-Rhône-Alpes;HOPITAL DU GIER;71.42;40.6;MCO_48H
420782310;420782310;Auvergne-Rhône-Alpes;CLINIQUE MEDICO CHIRURGICALE DE RENAISON;75.54;61.7;MCO_48H
420784878;420782567;Auvergne-Rhône-Alpes;CHU SAINT ETIENNE;;;MCO_48H
420784878;420785354;Auvergne-Rhône-Alpes;CHU SAINT ETIENNE;72.87;55.0;MCO_48H
430000109;430000109;Auvergne-Rhône-Alpes;CLINIQUE BON SECOURS;75.47;50.8;MCO_48H
430000018;430000117;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER DU PUY;72.95;49.6;MCO_48H
430000034;430000190;Auvergne-Rhône-Alpes;CENTRE HOSPITALIER SECTEUR DE BRIOUDE;;;MCO_48H
430007450;430007450;Auvergne-Rhône-Alpes;CLINIQUE DU CHAMBON;78.08;57.4;MCO_48H
440000057;440000016;Pays de la Loire;CENTRE HOSPITALIER DE SAINT- NAZAIRE;72.21;44.0;MCO_48H
440000289;440000271;Pays de la Loire;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANTES;71.54;49.8;MCO_48H
440053643;440000396;Pays de la Loire;CENTRE HOSPITALIER ERDRE ET LOIRE;74.56;55.6;MCO_48H
440000404;440000404;Pays de la Loire;CLINIQUE SAINTE-MARIE - POLE SANTE DE CHOISEL;75.38;50.0;MCO_48H
440000412;440000412;Pays de la Loire;CLINIQUE  BRETECHE;75.88;53.4;MCO_48H
440000289;440000453;Pays de la Loire;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANTES;;;MCO_48H
440000487;440000487;Pays de la Loire;CLINIQUE UROLOGIQUE NANTES ATLANTIS;;;MCO_48H
440000313;440000503;Pays de la Loire;CTRE HOSPITALIER  INTERCOMMUNAL CHATEAUBRIANT NOZAY POUANCE;74.08;58.0;MCO_48H
850009010;440000560;Pays de la Loire;CENTRE HOSPITALIER INTERCOMMUNAL LOIRE VENDEE OCEAN;77.1;73.7;MCO_48H
440001113;440001113;Pays de la Loire;INSTITUT DE CANCEROLOGIE DE L'OUEST - CENTRE RENE GAUDUCHEAU;81.82;86.6;MCO_48H
440028538;440001253;Pays de la Loire;HOPITAL  INTERCOMMUNAL DE LA PRESQU'ILE GUERANDE LE CROISIC;;;MCO_48H
440041531;440001287;Pays de la Loire;HOPITAL INTERCOMMUNAL  DU PAYS DE RETZ;;;MCO_48H
440002020;440002020;Pays de la Loire;POLYCLINIQUE DE L'EUROPE;79.89;74.0;MCO_48H
440000289;440017598;Pays de la Loire;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANTES;72.83;54.7;MCO_48H
440029338;440029338;Pays de la Loire;CLINIQUE JULES VERNE - POLE HOSPITALIER MUTUALISTE DE NANTES;74.39;68.0;MCO_48H
440029379;440029379;Pays de la Loire;CLINIQUE JULES VERNE;76.2;65.9;MCO_48H
440033819;440033819;Pays de la Loire;POLYCLINIQUE DE L'ATLANTIQUE;75.66;61.5;MCO_48H
440041580;440041580;Pays de la Loire;NOUVELLES CLINIQUES NANTAISES;75.6;57.9;MCO_48H
440050433;440050433;Pays de la Loire;CLINIQUE MUTUALISTE DE L'ESTUAIRE;75.59;58.0;MCO_48H
450000096;450000047;Centre-Val de Loire;CH DE GIEN;68.7;38.9;MCO_48H
450000104;450000062;Centre-Val de Loire;C H AGGLOMERATION MONTARGOISE;70.96;39.4;MCO_48H
450000112;450000070;Centre-Val de Loire;CH DE PITHIVIERS;;;MCO_48H
450000153;450000211;Centre-Val de Loire;CH P. LEBRUN NEUVILLE AUX BOIS;;;MCO_48H
450000237;450000237;Centre-Val de Loire;CLINIQUE JEANNE D'ARC - GIEN;;;MCO_48H
450000245;450000245;Centre-Val de Loire;CLINIQUE L'ARCHETTE;77.54;69.6;MCO_48H
450000161;450000260;Centre-Val de Loire;CH DE SULLY-SUR-LOIRE;;;MCO_48H
450000294;450000294;Centre-Val de Loire;CLINIQUE DE LA REINE BLANCHE (POLE DE SANTE ORELIANCE);73.35;53.5;MCO_48H
450000088;450002613;Centre-Val de Loire;CENTRE HOSPITALIER REGIONAL D'ORLEANS;71.08;50.0;MCO_48H
450010079;450010079;Centre-Val de Loire;POLYCLINIQUE LES LONGUES ALLEES (POLE DE SANTE ORELIANCE);75.52;59.7;MCO_48H
450012968;450012968;Centre-Val de Loire;CLINIQUE DE MONTARGIS;76.51;75.7;MCO_48H
460780083;460000045;Occitanie;CENTRE HOSPITALIER FIGEAC;74.12;69.7;MCO_48H
460780091;460000052;Occitanie;CENTRE HOSPITALIER SAINT JACQUES;;;MCO_48H
460780208;460000102;Occitanie;CENTRE HOSPITALIER JEAN COULON GOURDON;;;MCO_48H
460780216;460000110;Occitanie;CENTRE HOSPITALIER JEAN ROUGIER CAHORS;;;MCO_48H
470000027;470000027;Nouvelle Aquitaine;CLINIQUE ESQUIROL-SAINT-HILAIRE;73.7;50.1;MCO_48H
470016171;470000423;Nouvelle Aquitaine;CENTRE HOSPITALIER INTERCOMMUNAL AGEN-NERAC;70.23;47.1;MCO_48H
470000324;470000431;Nouvelle Aquitaine;CENTRE HOSPITALIER DE VILLENEUVE SUR LOT;73.04;46.7;MCO_48H
470001660;470000480;Nouvelle Aquitaine;CENTRE HOSPITALIER INTERCOMMUNAL MARMANDE - TONNEINS;73.71;50.0;MCO_48H
470016171;470000522;Nouvelle Aquitaine;CENTRE HOSPITALIER INTERCOMMUNAL AGEN-NERAC;;;MCO_48H
470016049;470016049;Nouvelle Aquitaine;POLE DE SANTE DU VILLENEUVOIS (PSV);75.67;67.6;MCO_48H
480780097;480000017;Occitanie;CENTRE HOSPITALIER DE MENDE;73.3;53.3;MCO_48H
480780097;480002948;Occitanie;CENTRE HOSPITALIER DE MENDE;;;MCO_48H
490000031;490000049;Pays de la Loire;CENTRE HOSPITALIER  UNIVERSITAIRE D'ANGERS;69.49;38.6;MCO_48H
490000155;490000155;Pays de la Loire;INSTITUT DE CANCEROLOGIE DE L'OUEST - SITE CENTRE PAUL PAPIN;79.9;76.5;MCO_48H
490000262;490000262;Pays de la Loire;CLINIQUE SAINT JOSEPH;74.91;68.8;MCO_48H
490000676;490000635;Pays de la Loire;CENTRE HOSPITALIER DE CHOLET;72.67;46.2;MCO_48H
490528452;490001765;Pays de la Loire;CENTRE HOSPITALIER DE SAUMUR;74.78;62.9;MCO_48H
490002037;490002037;Pays de la Loire;POLYCLINIQUE DU PARC;76.15;58.1;MCO_48H
490007929;490007929;Pays de la Loire;CLINIQUE CHIRURGICALE DE LA LOIRE POLE DE SANTE DU SAUMUROIS;75.87;67.4;MCO_48H
490014909;490014909;Pays de la Loire;CLINIQUE DE L'ANJOU;75.17;63.6;MCO_48H
490015906;490015906;Pays de la Loire;CLINIQUE ST LEONARD;79.6;71.4;MCO_48H
530000025;490020245;Pays de la Loire;CENTRE HOSPITALIER INTERCOMMUNAL DU HAUT ANJOU;;;MCO_48H
500000054;500000021;Normandie;CENTRE HOSPITALIER D'AVRANCHES-GRANVILLE;72.3;42.4;MCO_48H
500000146;500000146;Normandie;POLYCLINIQUE DE LA BAIE-ST MARTIN;73.58;54.9;MCO_48H
500000013;500000187;Normandie;CENTRE HOSPITALIER PUBLIC DU COTENTIN;68.2;39.0;MCO_48H
500000203;500000203;Normandie;POLYCLINIQUE DE LA MANCHE - SAINT-LO;77.8;74.4;MCO_48H
500000054;500000260;Normandie;CENTRE HOSPITALIER D'AVRANCHES-GRANVILLE;;;MCO_48H
500000401;500000401;Normandie;CLINIQUE HENRI GUILLARD - COUTANCES;;;MCO_48H
500000112;500000450;Normandie;CENTRE HOSPITALIER MEMORIAL FRANCE ETATS - UNIS;73.98;51.3;MCO_48H
500000013;500000468;Normandie;CENTRE HOSPITALIER PUBLIC DU COTENTIN;;;MCO_48H
500000393;500000591;Normandie;CENTRE HOSPITALIER COUTANCES;78.18;38.7;MCO_48H
500002357;500002357;Normandie;POLYCLINIQUE DU COTENTIN;77.97;67.2;MCO_48H
510000037;510000169;Grand Est;CENTRE HOSPITALIER DE CHALONS EN CHAMPAGNE;71.62;42.4;MCO_48H
100006279;510000177;Grand Est;GROUPEMENT HOSPITALIER AUBE MARNE;;;MCO_48H
510000185;510000185;Grand Est;POLYCLINIQUE DE COURLANCY;73.77;53.5;MCO_48H
510000060;510000235;Grand Est;CENTRE HOSPITALIER D'EPERNAY;72.09;52.8;MCO_48H
510000243;510000243;Grand Est;CLINIQUE D'EPERNAY;76.69;62.1;MCO_48H
510000078;510000250;Grand Est;CENTRE HOSPITALIER DE VITRY LE FRANCOIS;;;MCO_48H
510000516;510000516;Grand Est;INSTITUT JEAN GODINOT CENTRE REGIONAL DE LUTTE CONTRE CANCER;79.98;78.9;MCO_48H
510000029;510002447;Grand Est;CENTRE HOSPITALIER UNIVERSITAIRE DE REIMS;72.04;54.8;MCO_48H
510000029;510002454;Grand Est;CENTRE HOSPITALIER UNIVERSITAIRE DE REIMS;;;MCO_48H
510000029;510002470;Grand Est;CENTRE HOSPITALIER UNIVERSITAIRE DE REIMS;73.56;59.3;MCO_48H
510000029;510004302;Grand Est;CENTRE HOSPITALIER UNIVERSITAIRE DE REIMS;70.96;49.7;MCO_48H
510012040;510012040;Grand Est;POLYCLINIQUE DES BLEUETS;;;MCO_48H
510024979;510024979;Grand Est;POLYCLINIQUE DE BEZANNES;72.09;53.0;MCO_48H
520780032;520000027;Grand Est;CENTRE HOSPITALIER DE CHAUMONT;69.14;42.6;MCO_48H
520780057;520000043;Grand Est;CENTRE HOSPITALIER DE LANGRES;70.13;29.4;MCO_48H
520780073;520000068;Grand Est;CENTRE HOSPITALIER DE SAINT-DIZIER;71.76;38.7;MCO_48H
520004680;520004680;Grand Est;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;68.08;44.4;MCO_48H
520004714;520004714;Grand Est;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;;;MCO_48H
520780180;520780180;Grand Est;CLINIQUE FRANCOIS 1ER;76.34;61.5;MCO_48H
520780214;520780214;Grand Est;CENTRE MEDICO CHIRURGICAL CHAUMONT LE BOIS;;;MCO_48H
530000025;530000017;Pays de la Loire;CENTRE HOSPITALIER INTERCOMMUNAL DU HAUT ANJOU;75.36;61.9;MCO_48H
530007202;530000132;Pays de la Loire;HOPITAL LOCAL DU SUD- OUEST MAYENNAIS;;;MCO_48H
530000074;530000173;Pays de la Loire;CENTRE HOSPITALIER DU NORD MAYENNE;73.87;62.0;MCO_48H
530007202;530000181;Pays de la Loire;HOPITAL LOCAL DU SUD- OUEST MAYENNAIS;;;MCO_48H
530000371;530000264;Pays de la Loire;CENTRE HOSPITALIER DE LAVAL;;;MCO_48H
530031962;530031962;Pays de la Loire;POLYCLINIQUE DU MAINE;76.55;67.6;MCO_48H
540023264;540000015;Grand Est;CHU DE NANCY (NV EJ AU 01/01/14 SUITE FUSION CHU-MATERNITE);70.02;49.3;MCO_48H
