finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_rea_ajust;score_all_rea_ajust;classement;evolution;nb_rep_score_accueil_rea_ajust;score_accueil_rea_ajust;nb_rep_score_PECinf_rea_ajust;score_PECinf_rea_ajust;nb_rep_score_PECmed_rea_ajust;score_PECmed_rea_ajust;nb_rep_score_chambre_rea_ajust;score_chambre_rea_ajust;nb_rep_score_repas_rea_ajust;score_repas_rea_ajust;nb_rep_score_sortie_rea_ajust;score_sortie_rea_ajust;taux_reco_brut;nb_reco_brut
590781902;CENTRE HOSPITALIER DE TOURCOING;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;Hauts de France;1- Obligatoire;1- Oui;221.0;74.33;B;;221.0;74.69;221.0;82.52;221.0;81.17;221.0;72.93;221.0;58.19;221.0;64.78;54.8;221.0
590806360;CLINIQUE DE LA MITTERIE A LOMME;590806360;CLINIQUE DE LA MITTERIE;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
590780193;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE;590811279;HOP CLAUDE HURIEZ CHR LILLE;Hauts de France;1- Obligatoire;1- Oui;568.0;75.65;B;;568.0;73.86;568.0;84.91;568.0;84.51;568.0;73.18;568.0;56.05;568.0;67.61;66.7;567.0
590782421;CENTRE HOSPITALIER DE ROUBAIX;590812186;HOP LA FRATERNITE CH ROUBAIX;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
590813176;CLINIQUE DES HETRES;590813176;CLINIQUE DES HETRES;Hauts de France;1- Obligatoire;1- Oui;56.0;84.78;A;;56.0;85.53;56.0;89.48;56.0;88.89;56.0;88.27;56.0;68.81;56.0;76.16;69.6;56.0
590813382;NOUVELLE CLINIQUE VILLETTE SA;590813382;NOUVELLE CLINIQUE VILLETTE SA;Hauts de France;1- Obligatoire;1- Oui;95.0;77.31;A;;95.0;78.6;95.0;85.15;95.0;83.83;95.0;76.73;95.0;69.41;95.0;63.15;58.9;95.0
590813507;POLYCLINIQUE DU VAL DE SAMBRE;590813507;POLYCLINIQUE DU VAL DE SAMBRE;Hauts de France;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
590815056;CLINIQUE DE FLANDRE A COUDEKERQUE;590815056;CLINIQUE DE FLANDRE;Hauts de France;1- Obligatoire;1- Oui;118.0;75.83;B;;118.0;75.73;118.0;82.06;118.0;82.14;118.0;75.69;118.0;55.78;118.0;67.95;62.7;118.0
590816310;CLINIQUE SAINT AME;590816310;CLINIQUE SAINT AME;Hauts de France;1- Obligatoire;1- Oui;473.0;74.02;B;;473.0;75.03;473.0;81.97;473.0;79.7;473.0;74.85;473.0;65.35;473.0;60.19;58.4;473.0
590817458;CLINIQUE DE LA VICTOIRE;590817458;CLINIQUE DE LA VICTOIRE;Hauts de France;1- Obligatoire;1- Oui;78.0;74.71;B;;78.0;75.41;78.0;82.5;78.0;82.52;78.0;72.75;78.0;55.88;78.0;64.05;56.6;76.0
600101984;GROUPE HOSPIALIER PUBLIC DU SUD DE L'OISE;600000053;CH GHPSO SENLIS;Hauts de France;1- Obligatoire;1- Oui;374.0;70.71;C;;374.0;73.83;374.0;80.39;374.0;74.51;374.0;67.76;374.0;62.81;374.0;57.19;46.5;374.0
600100648;CENTRE HOSPITALIER GENERAL DE CLERMONT DE L'OISE;600000186;CH CLERMONT;Hauts de France;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
600100713;CENTRE HOSPITALIER DE BEAUVAIS;600000194;CH BEAUVAIS;Hauts de France;1- Obligatoire;1- Oui;173.0;68.81;D;;173.0;66.25;173.0;77.08;173.0;75.54;173.0;70.52;173.0;51.47;173.0;60.37;38.0;171.0
600100721;CH INTERCOMMUNAL COMPIÈGNE-NOYON;600000285;CH CHICN NOYON;Hauts de France;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
600101984;GROUPE HOSPIALIER PUBLIC DU SUD DE L'OISE;600000467;CH GHPSO CREIL;Hauts de France;1- Obligatoire;1- Oui;358.0;68.09;D;;358.0;69.46;358.0;76.48;358.0;72.89;358.0;63.8;358.0;59.34;358.0;57.23;31.3;355.0
600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;Hauts de France;1- Obligatoire;1- Oui;52.0;75.4;B;;52.0;77.79;52.0;82.98;52.0;81.22;52.0;76.55;52.0;54.27;52.0;64.05;65.4;52.0
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);600100101;CH AP-HP LIANCOURT;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
600100168;CMC DES JOCKEYS DE CHANTILLY;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;Hauts de France;1- Obligatoire;1- Oui;37.0;76.25;B;;37.0;75.85;37.0;83.48;37.0;82.73;37.0;78.14;37.0;53.31;37.0;70.0;73.0;37.0
600100184;SSR VALOIS SENLIS;600100184;CLINIQUE DU VALOIS;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
600100754;POLYCLINIQUE SAINT CÔME;600100754;POLYCLINIQUE SAINT CÔME;Hauts de France;1- Obligatoire;1- Oui;681.0;75.66;B;;681.0;77.28;681.0;81.86;681.0;81.37;681.0;78.76;681.0;62.45;681.0;62.82;67.5;681.0
600110175;CLINIQUE DU PARC SAINT-LAZARE;600110175;CLINIQUE DU PARC SAINT-LAZARE;Hauts de France;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
600100721;CH INTERCOMMUNAL COMPIÈGNE-NOYON;600113476;CH CHICN COMPIÈGNE;Hauts de France;1- Obligatoire;1- Oui;499.0;72.7;C;;499.0;71.88;499.0;80.44;499.0;79.03;499.0;75.04;499.0;60.56;499.0;61.36;53.1;497.0
610780074;CENTRE HOSPITALIER DE L'AIGLE;610000044;CENTRE HOSPITALIER DE L'AIGLE;Normandie;1- Obligatoire;1- Oui;33.0;74.2;B;;33.0;75.65;33.0;80.66;33.0;79.25;33.0;72.08;33.0;58.0;33.0;67.22;69.7;33.0
610780082;CENTRE HOSPITALIER INTERCOMMUNAL - ALENCON-MAMERS;610000051;CHICAM - SITE ALENCON;Normandie;1- Obligatoire;1- Oui;253.0;70.01;D;;253.0;66.08;253.0;78.61;253.0;75.71;253.0;70.79;253.0;62.67;253.0;60.14;36.0;253.0
610780090;CENTRE HOSPITALIER MARECHAL LECLERC - ARGENTAN;610000069;CENTRE HOSPITALIER D'ARGENTAN;Normandie;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
610780124;CENTRE HOSPITALIER MARGUERITE DE LORRAINE - MORTAGNE;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;Normandie;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
610780140;HOPITAL LOCAL - SEES;610000093;CENTRE HOSPITALIER - SEES;Normandie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
610780165;CENTRE HOSPITALIER GENERAL JACQUES MONOD FLERS;610000119;CH JACQUES MONOD - FLERS;Normandie;1- Obligatoire;1- Oui;104.0;70.48;D;;104.0;70.47;104.0;78.31;104.0;72.51;104.0;74.28;104.0;55.92;104.0;60.34;36.5;104.0
610006421;CLINIQUE D'ALENCON;610006421;CLINIQUE D'ALENCON;Normandie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
610790594;CENTRE HOSPITALIER INTERCOMMUNAL DES ANDAINES;610780116;CHIC DES ANDAINES - LA FERTE MACE;Normandie;1- Obligatoire;1- Oui;47.0;80.89;A;;47.0;82.36;47.0;89.26;47.0;85.89;47.0;76.86;47.0;70.12;47.0;72.89;82.6;46.0
620000026;ETABLISSEMENT HOPALE - CENTRE CALOT/HELIO;620000026;ETAB HOPALE CTRE CALOT/HELIO;Hauts de France;1- Obligatoire;1- Oui;205.0;80.35;A;;205.0;81.25;205.0;87.73;205.0;83.9;205.0;80.27;205.0;75.84;205.0;68.76;69.8;205.0
620100057;CENTRE HOSPITALIER D'ARRAS;620000034;CH ARRAS;Hauts de France;1- Obligatoire;1- Oui;1203.0;71.13;C;;1203.0;68.68;1203.0;78.6;1203.0;78.33;1203.0;70.73;1203.0;61.66;1203.0;62.04;50.7;1202.0
620100651;CENTRE HOSPITALIER GERMON ET GAUTHIER BETHUNE BEUVRY;620000224;CH BETHUNE;Hauts de France;1- Obligatoire;1- Oui;98.0;72.55;C;;98.0;70.03;98.0;80.09;98.0;79.49;98.0;70.46;98.0;58.75;98.0;65.62;36.1;97.0
620100677;CENTRE HOSPITALIER D'HENIN BEAUMONT;620000240;CH HENIN BEAUMONT;Hauts de France;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
620100685;CENTRE HOSPITALIER DE LENS;620000257;CH LENS;Hauts de France;1- Obligatoire;1- Oui;271.0;69.31;D;;271.0;66.26;271.0;78.58;271.0;78.43;271.0;63.53;271.0;53.91;271.0;63.14;37.6;271.0
620101337;CENTRE HOSPITALIER DE CALAIS;620000323;CH CALAIS;Hauts de France;1- Obligatoire;1- Oui;99.0;74.54;B;;99.0;73.8;99.0;81.96;99.0;80.95;99.0;72.39;99.0;62.69;99.0;65.29;56.6;99.0
620101360;CENTRE HOSPITALIER DE LA REGION DE SAINT-OMER;620000349;CH REGION DE ST OMER;Hauts de France;1- Obligatoire;1- Oui;261.0;73.89;C;;261.0;72.47;261.0;81.83;261.0;79.95;261.0;73.48;261.0;55.32;261.0;67.71;46.5;260.0
620103440;CENTRE HOSPITALIER DUCHENNE DE BOULOGNE SUR MER;620000653;CH BOULOGNE-SUR-MER;Hauts de France;1- Obligatoire;1- Oui;249.0;73.04;C;;249.0;68.65;249.0;80.26;249.0;78.35;249.0;75.75;249.0;63.62;249.0;65.55;55.0;249.0
620103432;CENTRE HOSPITALIER DE L'ARRONDISSEMENT DE MONTREUIL;620003202;CH ARRONDISSEMENT DE MONTREUIL;Hauts de France;1- Obligatoire;1- Oui;430.0;72.18;C;;430.0;72.06;430.0;79.81;430.0;77.98;430.0;70.85;430.0;57.41;430.0;63.71;42.9;427.0
620003350;POLYCLINIQUE DE RIAUMONT;620003350;POLYCLINIQUE DE RIAUMONT;Hauts de France;1- Obligatoire;1- Oui;87.0;71.85;C;;87.0;69.47;87.0;80.13;87.0;77.69;87.0;73.59;87.0;67.36;87.0;60.62;40.0;85.0
620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;Hauts de France;1- Obligatoire;1- Oui;243.0;77.16;B;;243.0;76.41;243.0;83.76;243.0;82.58;243.0;79.71;243.0;62.61;243.0;68.6;65.7;242.0
620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;Hauts de France;1- Obligatoire;1- Oui;165.0;79.72;A;;165.0;80.96;165.0;84.95;165.0;86.19;165.0;76.91;165.0;63.04;165.0;73.62;72.7;165.0
620025346;POLYCLINIQUE DE LA CLARENCE;620025346;POLYCLINIQUE DE LA CLARENCE;Hauts de France;1- Obligatoire;1- Oui;325.0;71.78;C;;325.0;69.86;325.0;78.18;325.0;77.52;325.0;75.52;325.0;57.88;325.0;62.59;46.2;325.0
620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;Hauts de France;1- Obligatoire;1- Oui;766.0;77.44;A;;766.0;78.51;766.0;83.43;766.0;82.7;766.0;78.44;766.0;64.04;766.0;67.54;67.1;765.0
620100487;CLINIQUE CHIR GYN ET SS DES ACACIAS A CUCQ;620100487;CLINIQUE DES ACACIAS;Hauts de France;1- Obligatoire;1- Oui;81.0;78.92;A;;81.0;80.35;81.0;85.28;81.0;83.76;81.0;80.13;81.0;60.32;81.0;70.38;71.6;81.0
620100735;CLINIQUE ANNE ARTOIS;620100735;CLINIQUE ANNE ARTOIS;Hauts de France;1- Obligatoire;1- Oui;203.0;75.23;B;;203.0;73.74;203.0;82.35;203.0;83.02;203.0;76.76;203.0;56.08;203.0;66.59;54.7;203.0
620100750;CLINIQUE AMBROISE PARE;620100750;CLINIQUE AMBROISE PARE;Hauts de France;1- Obligatoire;1- Oui;91.0;79.58;A;;91.0;81.51;91.0;84.37;91.0;84.43;91.0;84.33;91.0;61.11;91.0;67.77;78.0;91.0
620101311;CLINIQUE DES 2 CAPS;620101311;CLINIQUE DES 2 CAPS;Hauts de France;1- Obligatoire;1- Oui;174.0;76.61;B;;174.0;78.49;174.0;82.93;174.0;81.58;174.0;78.14;174.0;63.35;174.0;64.58;64.9;174.0
620101501;HOPITAL PRIVE DE BOIS BERNARD;620101501;HOPITAL PRIVE DE BOIS BERNARD;Hauts de France;1- Obligatoire;1- Oui;602.0;73.85;C;;602.0;76.45;602.0;80.09;602.0;80.25;602.0;74.42;602.0;51.81;602.0;64.84;51.7;602.0
620106088;CLINIQUE MEDICO CHIRURGICALE DE BRUAY-LABUISSIERE;620106088;CLINIQUE MEDICO CHIRURGICALE DE BRUAY;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
620118513;CENTRE MEDICAL CHIRURGICAL OBSTETRICAL COTE D'OPALE;620118513;CENTRE MCO COTE D'OPALE;Hauts de France;1- Obligatoire;1- Oui;630.0;75.01;B;;630.0;72.47;630.0;81.14;630.0;80.61;630.0;78.07;630.0;71.17;630.0;63.42;60.7;629.0
630780989;CENTRE HOSPITALIER UNIVERSITAIRE DE CLERMONT-FERRAND;630000404;HOPITAL GABRIEL MONTPIED - CHU63;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;654.0;74.38;B;;654.0;71.33;654.0;83.28;654.0;81.66;654.0;75.89;654.0;58.98;654.0;64.57;59.4;651.0
630780997;CENTRE HOSPITALIER AMBERT;630000412;CH D'AMBERT;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;44.0;67.87;D;;44.0;71.06;44.0;77.66;44.0;67.35;44.0;70.72;44.0;74.47;44.0;47.63;37.2;43.0
630781003;CENTRE HOSPITALIER ISSOIRE PAUL ARDIER;630000420;CH PAUL ARDIER ISSOIRE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;83.0;73.19;C;;83.0;69.8;83.0;84.37;83.0;83.24;83.0;66.57;83.0;67.65;83.0;61.32;50.0;82.0
630781011;CENTRE HOSPITALIER DE RIOM;630000438;CH DE RIOM;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
630781029;CENTRE HOSPITALIER DE THIERS;630000446;CH DE THIERS;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;119.0;72.67;C;;119.0;70.49;119.0;83.11;119.0;79.52;119.0;73.19;119.0;55.46;119.0;61.21;52.1;119.0
630000479;CENTRE REGIONAL DE LUTTE CONTRE LE CANCER JEAN PERRIN;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;505.0;80.08;A;;505.0;77.4;505.0;88.04;505.0;84.78;505.0;82.93;505.0;74.98;505.0;67.48;80.6;504.0
630780211;POLE SANTE REPUBLIQUE;630780211;POLE SANTE REPUBLIQUE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;784.0;75.76;B;;784.0;77.84;784.0;82.37;784.0;82.46;784.0;75.63;784.0;57.27;784.0;66.06;56.9;782.0
630780369;CLINIQUE DE LA PLAINE;630780369;CLINIQUE DE LA PLAINE;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;34.0;80.5;A;;34.0;80.54;34.0;85.91;34.0;88.39;34.0;75.02;34.0;70.78;34.0;73.02;82.4;34.0
630780989;CENTRE HOSPITALIER UNIVERSITAIRE DE CLERMONT-FERRAND;630781268;HOPITAL ESTAING - CHU63;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1487.0;72.15;C;;1487.0;70.32;1487.0;80.8;1487.0;79.51;1487.0;73.96;1487.0;57.53;1487.0;60.12;59.5;1485.0
630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1200.0;76.06;B;;1200.0;73.14;1200.0;82.83;1200.0;83.56;1200.0;77.64;1200.0;65.54;1200.0;65.92;65.9;1198.0
630780989;CENTRE HOSPITALIER UNIVERSITAIRE DE CLERMONT-FERRAND;630783538;HOPITAL LOUISE MICHEL - CHU63;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
640780417;CENTRE HOSPITALIER INTERCOMMUNAL DE LA COTE BASQUE;640000162;CH DE LA COTE BASQUE - BAYONNE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;165.0;74.95;B;;165.0;73.34;165.0;83.44;165.0;83.45;165.0;74.27;165.0;51.78;165.0;67.75;64.8;165.0
640780813;CENTRE HOSPITALIER D'ORTHEZ;640000402;CENTRE HOSPITALIER D'ORTHEZ;Nouvelle Aquitaine;1- Obligatoire;2- Non;;;DI;;;;;;;;;;;;;;;
640780821;CENTRE HOSPITALIER D'OLORON SAINTE MARIE;640000410;CENTRE HOSPITALIER OLORON;Nouvelle Aquitaine;1- Obligatoire;1- Oui;32.0;73.93;C;;32.0;73.19;32.0;82.0;32.0;79.62;32.0;68.04;32.0;70.23;32.0;62.83;50.0;32.0
640781290;CENTRE HOSPITALIER DE PAU;640000600;CENTRE HOSPITALIER DE PAU;Nouvelle Aquitaine;1- Obligatoire;1- Oui;191.0;75.67;B;;191.0;72.75;191.0;83.78;191.0;83.25;191.0;71.65;191.0;63.51;191.0;68.94;60.5;190.0
640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;252.0;76.08;B;;252.0;76.77;252.0;83.42;252.0;82.2;252.0;78.2;252.0;55.34;252.0;67.97;72.1;251.0
640017638;CENTRE HOSPITALIER DE SAINT-PALAIS;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;61.0;77.46;A;;61.0;72.87;61.0;87.03;61.0;84.17;61.0;76.84;61.0;66.59;61.0;68.35;85.2;61.0
640018206;CAPIO CLINIQUE BELHARRA;640018206;CAPIO CLINIQUE BELHARRA;Nouvelle Aquitaine;1- Obligatoire;1- Oui;234.0;77.14;B;;234.0;75.23;234.0;83.02;234.0;83.94;234.0;82.14;234.0;60.21;234.0;66.85;60.7;234.0
640780268;CLINIQUE DELAY;640780268;CLINIQUE DELAY;Nouvelle Aquitaine;2- Facultatif;1- Oui;38.0;79.09;A;;38.0;81.53;38.0;84.38;38.0;84.29;38.0;79.23;38.0;66.43;38.0;68.31;76.3;38.0
640780490;CAPIO CLINIQUE AGUILERA;640780490;CAPIO CLINIQUE AGUILERA;Nouvelle Aquitaine;1- Obligatoire;1- Oui;91.0;77.54;A;;91.0;77.96;91.0;85.89;91.0;85.15;91.0;75.73;91.0;51.02;91.0;70.2;60.0;90.0
640780748;POLYCLINIQUE COTE BASQUE SUD;640780748;POLYCLINIQUE CÔTE BASQUE SUD;Nouvelle Aquitaine;1- Obligatoire;1- Oui;101.0;77.42;A;;101.0;76.79;101.0;84.57;101.0;84.94;101.0;75.97;101.0;56.99;101.0;70.03;68.3;101.0
640780938;POLYCLINIQUE MARZET;640780938;POLYCLINIQUE MARZET;Nouvelle Aquitaine;1- Obligatoire;1- Oui;34.0;74.72;B;;34.0;73.0;34.0;81.49;34.0;80.59;34.0;76.75;34.0;64.76;34.0;64.69;57.6;33.0
640780946;POLYCLINIQUE DE NAVARRE;640780946;POLYCLINIQUE DE NAVARRE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;519.0;75.1;B;;519.0;75.35;519.0;81.9;519.0;81.55;519.0;75.24;519.0;62.63;519.0;63.61;57.1;518.0
640781225;CLINIQUE CARDIOLOGIQUE ARESSY;640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;Nouvelle Aquitaine;1- Obligatoire;1- Oui;106.0;74.95;B;;106.0;77.7;106.0;81.9;106.0;80.78;106.0;75.53;106.0;62.14;106.0;63.15;58.5;106.0
640781308;CLINIQUE PRINCESS;640781308;CLINIQUE PRINCESS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;109.0;81.46;A;;109.0;80.29;109.0;88.38;109.0;87.37;109.0;78.67;109.0;76.53;109.0;73.46;65.1;109.0
650780158;CENTRE HOSPITALIER LOURDES;650000045;CH LOURDES;Occitanie;1- Obligatoire;1- Oui;54.0;77.3;A;;54.0;75.05;54.0;85.44;54.0;84.5;54.0;76.67;54.0;69.0;54.0;67.36;66.7;54.0
650783160;CENTRE HOSPITALIER DE BIGORRE;650000417;CH BIGORRE SITE GESPE TARBES;Occitanie;1- Obligatoire;1- Oui;357.0;72.23;C;;357.0;70.7;357.0;82.26;357.0;79.33;357.0;68.04;357.0;54.87;357.0;64.36;45.6;355.0
650002579;CLINIQUE ORMEAU PYRENEES;650002579;POLYCL DE L'ORMEAU SITE PYRENEES;Occitanie;1- Obligatoire;1- Oui;165.0;76.34;B;;165.0;77.59;165.0;83.37;165.0;82.85;165.0;78.63;165.0;56.92;165.0;64.62;59.1;164.0
650783160;CENTRE HOSPITALIER DE BIGORRE;650780182;CH BIGORRE SITE VIC EN BIGORRE;Occitanie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
650780679;POLYCLINIQUE DE L'ORMEAU;650780679;POLYCL DE L'ORMEAU SITE CENTRE;Occitanie;1- Obligatoire;1- Oui;144.0;73.63;C;;144.0;71.48;144.0;82.43;144.0;80.98;144.0;76.11;144.0;56.08;144.0;62.82;57.3;143.0
650780174;HOPITAUX DE LANNEMEZAN;650784218;CMC HOPITAUX DE LANNEMEZAN;Occitanie;1- Obligatoire;1- Oui;38.0;77.54;A;;38.0;80.87;38.0;86.51;38.0;84.55;38.0;73.16;38.0;62.43;38.0;64.53;71.1;38.0
660780180;CENTRE HOSPITALIER DE PERPIGNAN;660000084;CH PERPIGNAN;Occitanie;1- Obligatoire;1- Oui;769.0;73.84;C;;769.0;74.5;769.0;81.95;769.0;79.7;769.0;75.24;769.0;56.09;769.0;62.75;56.3;767.0
660006305;FUSION DE LA ROUSSILLONNAISE ET ST CHRISTOPHE;660006305;CL MUTUALISTE CATALANE;Occitanie;1- Obligatoire;1- Oui;323.0;79.22;A;;323.0;81.55;323.0;86.09;323.0;86.0;323.0;81.91;323.0;57.45;323.0;67.52;76.5;323.0
660780628;CLINIQUE DU VALLESPIR;660780628;CL DU VALLESPIR;Occitanie;1- Obligatoire;1- Oui;36.0;71.82;C;;36.0;72.98;36.0;78.91;36.0;79.99;36.0;72.28;36.0;52.79;36.0;61.08;50.0;36.0
660780669;CLINIQUE NOTRE DAME D'ESPERANCE;660780669;POLYCL MEDITERRANEE;Occitanie;1- Obligatoire;1- Oui;201.0;71.43;C;;201.0;72.99;201.0;79.03;201.0;76.71;201.0;72.81;201.0;63.72;201.0;57.31;49.3;201.0
660780776;CLINIQUE SAINT MICHEL;660780776;CL ST MICHEL;Occitanie;1- Obligatoire;1- Oui;66.0;75.88;B;;66.0;75.43;66.0;80.83;66.0;84.06;66.0;76.74;66.0;66.23;66.0;65.98;68.2;66.0
660780784;CLINIQUE SAINT PIERRE;660780784;CL ST PIERRE;Occitanie;1- Obligatoire;1- Oui;735.0;72.61;C;;735.0;75.74;735.0;79.65;735.0;79.17;735.0;73.54;735.0;53.02;735.0;60.56;56.3;733.0
660790387;POLYCLINIQUE SAINT ROCH;660790387;POLYCL MEDIPOLE ST ROCH;Occitanie;1- Obligatoire;1- Oui;536.0;76.33;B;;536.0;77.6;536.0;84.08;536.0;83.9;536.0;75.47;536.0;58.41;536.0;65.45;61.2;534.0
670780055;HOPITAUX UNIVERSITAIRES DE STRASBOURG;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;Grand Est;1- Obligatoire;1- Oui;1217.0;73.68;C;;1217.0;73.87;1217.0;82.05;1217.0;80.45;1217.0;76.28;1217.0;53.14;1217.0;62.61;57.6;1211.0
670000033;CENTRE REGIONAL DE LUTTE CONTRE LE CANCER PAUL STRAUSS;670000033;CRLCC PAUL STRAUSS - ICANS;Grand Est;1- Obligatoire;1- Oui;174.0;76.57;B;;174.0;73.79;174.0;85.8;174.0;83.47;174.0;79.94;174.0;49.75;174.0;68.36;62.6;174.0
670780337;CENTRE HOSPITALIER DE HAGUENAU;670000157;CENTRE HOSPITALIER DE HAGUENAU;Grand Est;1- Obligatoire;1- Oui;318.0;74.55;B;;318.0;76.1;318.0;80.98;318.0;79.44;318.0;72.73;318.0;64.91;318.0;65.11;57.9;318.0
670780345;CENTRE HOSPITALIER SAINTE-CATHERINE DE SAVERNE;670000165;CH SAINTE-CATHERINE DE SAVERNE;Grand Est;1- Obligatoire;1- Oui;289.0;73.49;C;;289.0;74.79;289.0;82.99;289.0;81.61;289.0;71.95;289.0;59.95;289.0;58.31;57.8;289.0
670000215;HOPITAL DU NEUENBERG;670000215;HOPITAL DU NEUENBERG;Grand Est;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
670780543;CENTRE HOSPITALIER INTERCOMMUNAL DE LA LAUTER;670000272;CH INTERCOMMUNAL DE LA LAUTER;Grand Est;1- Obligatoire;1- Oui;70.0;74.52;B;;70.0;77.6;70.0;83.54;70.0;82.88;70.0;71.14;70.0;70.03;70.0;55.99;58.6;70.0
670017755;GROUPE HOSPITALIER SELESTAT OBERNAI;670000397;CENTRE HOSPITALIER DE SELESTAT;Grand Est;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
670017458;CLINIQUE RHENA ASSOCIATION;670017458;CLINIQUE RHENA ASSOCIATION;Grand Est;1- Obligatoire;1- Oui;45.0;73.23;C;;45.0;72.58;45.0;78.06;45.0;76.64;45.0;84.73;45.0;58.2;45.0;60.58;66.7;45.0
670018068;CLINIQUE RHENA GCS ES;670018068;CLINIQUE RHENA GCS ES;Grand Est;1- Obligatoire;1- Oui;1787.0;78.56;A;;1787.0;77.48;1787.0;84.11;1787.0;84.13;1787.0;83.28;1787.0;66.46;1787.0;67.62;73.2;1784.0
670780055;HOPITAUX UNIVERSITAIRES DE STRASBOURG;670780113;CMCO;Grand Est;1- Obligatoire;1- Oui;662.0;73.82;C;;662.0;71.51;662.0;82.55;662.0;82.05;662.0;74.03;662.0;54.14;662.0;65.31;66.9;662.0
670780170;CLINIQUE DE L'ORANGERIE;670780170;CLINIQUE DE L'ORANGERIE;Grand Est;1- Obligatoire;1- Oui;413.0;78.49;A;;413.0;78.46;413.0;85.17;413.0;85.11;413.0;76.34;413.0;64.17;413.0;70.42;67.6;410.0
670780188;CLINIQUE SAINTE-BARBE DU GROUPE HOSPITALIER SAINT-VINCENT;670780188;CLINIQUE SAINTE-BARBE;Grand Est;1- Obligatoire;1- Oui;56.0;74.08;B;;56.0;70.49;56.0;81.81;56.0;84.58;56.0;70.17;56.0;54.22;56.0;68.07;42.9;56.0
