finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_rea_ajust;score_all_rea_ajust;classement;evolution;nb_rep_score_accueil_rea_ajust;score_accueil_rea_ajust;nb_rep_score_PECinf_rea_ajust;score_PECinf_rea_ajust;nb_rep_score_PECmed_rea_ajust;score_PECmed_rea_ajust;nb_rep_score_chambre_rea_ajust;score_chambre_rea_ajust;nb_rep_score_repas_rea_ajust;score_repas_rea_ajust;nb_rep_score_sortie_rea_ajust;score_sortie_rea_ajust;taux_reco_brut;nb_reco_brut
670780212;CLINIQUE SAINTE-ANNE DU GROUPE HOSPITALIER SAINT-VINCENT;670780212;CLINIQUE SAINTE-ANNE;Grand Est;1- Obligatoire;1- Oui;649.0;72.91;C;;649.0;74.26;649.0;80.67;649.0;80.01;649.0;73.83;649.0;59.6;649.0;59.28;60.2;648.0
670780378;CLINIQUE SAINT-FRANCOIS;670780378;CLINIQUE SAINT-FRANÇOIS;Grand Est;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
670780386;CLINIQUE SAINTE-ODILE (HAGUENAU);670780386;CLINIQUE SAINTE-ODILE;Grand Est;1- Obligatoire;1- Oui;170.0;74.95;B;;170.0;75.89;170.0;83.05;170.0;81.47;170.0;71.72;170.0;62.82;170.0;64.83;50.0;170.0
670780055;HOPITAUX UNIVERSITAIRES DE STRASBOURG;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;Grand Est;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
670780055;HOPITAUX UNIVERSITAIRES DE STRASBOURG;670783273;HOPITAL DE HAUTEPIERRE;Grand Est;1- Obligatoire;1- Oui;1631.0;73.73;C;;1631.0;74.13;1631.0;81.89;1631.0;80.87;1631.0;72.87;1631.0;51.4;1631.0;64.54;56.0;1624.0
670798636;CLINIQUE SAINT-LUC DU GROUPE HOSPITALIER SAINT- VINCENT;670798636;CLINIQUE SAINT-LUC;Grand Est;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
680000320;CLINIQUE DIACONAT FONDERIE;680000320;CLINIQUE DIACONAT FONDERIE;Grand Est;1- Obligatoire;1- Oui;49.0;73.36;C;;49.0;75.61;49.0;80.92;49.0;79.28;49.0;77.92;49.0;57.75;49.0;57.22;61.2;49.0
680000494;CLINIQUE DIACONAT ROOSEVELT;680000494;CLINIQUE DIACONAT ROOSEVELT;Grand Est;1- Obligatoire;1- Oui;327.0;75.74;B;;327.0;76.01;327.0;81.91;327.0;82.31;327.0;76.75;327.0;64.83;327.0;63.84;64.4;326.0
680020336;GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE;680000544;CENTRE HOSPITALIER D'ALTKIRCH;Grand Est;1- Obligatoire;1- Oui;151.0;71.19;C;;151.0;72.0;151.0;78.74;151.0;75.96;151.0;76.24;151.0;58.47;151.0;56.94;51.7;151.0
680000411;CENTRE HOSPITALIER DE PFASTATT;680000577;CENTRE HOSPITALIER DE PFASTATT;Grand Est;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
680020336;GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE;680000601;HOPITAL DE THANN;Grand Est;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
680020336;GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE;680000627;HOPITAL DU HASENRAIN;Grand Est;2- Facultatif;1- Oui;276.0;72.8;C;;276.0;73.89;276.0;79.92;276.0;78.53;276.0;74.03;276.0;57.44;276.0;62.19;53.3;276.0
680000973;HOPITAUX CIVILS DE COLMAR;680000684;HOPITAL LOUIS PASTEUR;Grand Est;1- Obligatoire;1- Oui;60.0;77.49;A;;60.0;76.7;60.0;84.1;60.0;85.0;60.0;77.24;60.0;59.06;60.0;70.63;54.2;59.0
680001005;CENTRE HOSPITALIER DE GUEBWILLER;680000700;CENTRE HOSPITALIER DE GUEBWILLER;Grand Est;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
680001179;CENTRE HOSPITALIER DE ROUFFACH;680000874;CENTRE HOSPITALIER DE ROUFFACH;Grand Est;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
680000882;CLINIQUE DU DIACONAT DE COLMAR;680000882;CLINIQUE DU DIACONAT COLMAR;Grand Est;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
680001195;HOPITAL ALBERT SCHWEITZER;680001195;HOPITAL ALBERT SCHWEITZER;Grand Est;1- Obligatoire;1- Oui;294.0;77.63;A;;294.0;79.53;294.0;83.81;294.0;81.13;294.0;81.24;294.0;64.15;294.0;66.8;78.9;294.0
680020336;GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE;680004546;HOPITAL EMILE MULLER;Grand Est;1- Obligatoire;1- Oui;72.0;70.94;C;;72.0;74.26;72.0;77.43;72.0;76.99;72.0;71.02;72.0;51.21;72.0;60.59;47.2;72.0
680020088;NOUVELLE CLINIQUE DES TROIS FRONTIERES;680020088;GCS 3F - CLINIQUE DES TROIS FRONTIERES;Grand Est;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
690780036;CH MONTGELAS;690000013;CH MONTGELAS;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;165.0;75.02;B;;165.0;76.62;165.0;84.52;165.0;82.45;165.0;76.68;165.0;59.01;165.0;59.51;73.3;165.0
690780044;CH DE SAINTE FOY LÈS LYON;690000021;CH DE SAINTE FOY LES LYON;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;445.0;71.61;C;;445.0;74.16;445.0;80.91;445.0;79.66;445.0;66.72;445.0;59.78;445.0;58.33;60.0;445.0
690000427;CTRE MEDICO-CHIR READAPT DES MASSUES;690000427;CTRE MEDICO-CHIR READAPT. LES MASSUES;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;168.0;79.23;A;;168.0;78.58;168.0;85.58;168.0;88.12;168.0;82.37;168.0;55.52;168.0;69.64;69.5;167.0
690782222;HOPITAL NORD OUEST - VILLEFRANCHE;690000575;CH NORD OUEST - VILLEFRANCHE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;217.0;72.63;C;;217.0;68.79;217.0;81.65;217.0;80.55;217.0;70.98;217.0;56.92;217.0;65.15;59.9;217.0
690782271;HOPITAL NORD OUEST - TARARE;690000625;CH DE TARARE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
690000880;CENTRE LEON BERARD;690000880;CENTRE LEON BERARD;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;859.0;80.18;A;;859.0;79.32;859.0;87.29;859.0;85.85;859.0;77.92;859.0;70.53;859.0;71.35;82.3;858.0
690781810;HOSPICES CIVILS DE LYON;690007539;HOPITAL FEMME MERE ENFANT - HCL;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1971.0;70.64;D;;1971.0;67.87;1971.0;79.17;1971.0;78.53;1971.0;68.65;1971.0;58.29;1971.0;61.59;53.2;1965.0
690781810;HOSPICES CIVILS DE LYON;690019849;IHOP - HCL;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
690022959;HOP PRIVE MÈRE ENFANT NATECIA;690022959;HOPITAL PRIVE NATECIA;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;883.0;71.15;C;;883.0;68.81;883.0;78.11;883.0;79.27;883.0;76.03;883.0;63.3;883.0;55.66;46.9;882.0
690023239;CLINIQUE DU PARC LYON;690023239;CLINIQUE DU PARC LYON;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;579.0;77.41;A;;579.0;75.38;579.0;82.18;579.0;85.11;579.0;78.71;579.0;62.01;579.0;70.85;69.7;578.0
690023411;HOPITAL PRIVE JEAN MERMOZ;690023411;HOPITAL PRIVE JEAN MERMOZ;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1579.0;74.5;B;;1579.0;72.13;1579.0;81.71;1579.0;84.41;1579.0;74.18;1579.0;51.84;1579.0;67.07;54.7;1575.0
690041124;MEDIPOLE HOPITAL PRIVE;690041124;MEDIPOLE HOPITAL PRIVE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;501.0;74.33;B;;501.0;73.73;501.0;80.14;501.0;82.44;501.0;79.28;501.0;53.69;501.0;63.33;51.7;499.0
690041132;MEDIPOLE HOPITAL MUTUALISTE;690041132;MEDIPOLE HOPITAL MUTUALISTE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;315.0;70.77;C;;315.0;69.28;315.0;79.01;315.0;77.61;315.0;75.6;315.0;53.94;315.0;58.83;40.4;314.0
690042080;HOPITAL PRIVE NATECIA - GYNECOLOGIE;690042080;HOPITAL PRIVE NATECIA - GYNECOLOGIE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;97.0;73.57;C;;97.0;67.47;97.0;81.79;97.0;81.02;97.0;75.76;97.0;72.71;97.0;61.5;59.8;97.0
690780093;HOPITAL D'INSTRUCTION DES ARMEES DESGENETTE;690780093;HIA DESGENETTES;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
690780150;HOPITAL DE L'ARBRESLE LE RAVATEL;690780150;HOPITAL DE L'ARBRESLE LE RAVATEL;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;30.0;68.51;D;;30.0;76.6;30.0;77.92;30.0;74.43;30.0;80.42;30.0;33.52;30.0;46.76;40.0;30.0
690780259;CLINIQUE SAINT CHARLES LYON;690780259;CLINIQUE SAINT CHARLES LYON;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;96.0;77.31;A;;96.0;74.59;96.0;84.98;96.0;87.16;96.0;74.66;96.0;59.11;96.0;71.43;59.4;96.0
690780358;CLINIQUE DU VAL D'OUEST VENDOME;690780358;CLINIQUE DU VAL D'OUEST VENDOME;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;691.0;74.67;B;;691.0;70.99;691.0;83.64;691.0;84.07;691.0;74.18;691.0;57.49;691.0;65.32;55.1;691.0
690780366;CLINIQUE CHARCOT;690780366;CLINIQUE MEDICO-CHIRURGICALE CHARCOT;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;386.0;78.7;A;;386.0;78.99;386.0;84.12;386.0;85.33;386.0;81.74;386.0;58.36;386.0;70.64;73.4;384.0
690780390;POLYCLINIQUE LYON-NORD;690780390;POLYCLINIQUE LYON NORD;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;440.0;73.63;C;;440.0;71.75;440.0;81.45;440.0;81.18;440.0;75.2;440.0;56.49;440.0;63.86;50.8;437.0
690780416;GPE HOSP MUT LES PORTES DU SUD (EX CLINIQUE ROSERAIE);690780416;GPE HOSP MUTUALISTE LES PORTES DU SUD;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;66.0;70.52;D;;66.0;69.86;66.0;79.62;66.0;79.95;66.0;70.05;66.0;55.08;66.0;57.14;42.4;66.0
690780648;CLINIQUE DE LA SAUVEGARDE;690780648;CLINIQUE DE LA SAUVEGARDE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;277.0;75.89;B;;277.0;73.04;277.0;83.33;277.0;84.38;277.0;76.71;277.0;51.74;277.0;69.71;54.5;275.0
690780655;HOPITAL PRIVE DE L'EST LYONNAIS (EX POLYCLINIQUE PASTEUR);690780655;HOPITAL PRIVE DE L'EST LYONNAIS (HPEL);Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;119.0;71.14;C;;119.0;67.7;119.0;75.34;119.0;81.97;119.0;69.74;119.0;56.65;119.0;66.65;45.4;119.0
690780663;CLINIQUE TRENEL;690780663;CLINIQUE TRENEL;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;44.0;78.05;A;;44.0;76.05;44.0;82.6;44.0;82.34;44.0;78.48;44.0;67.9;44.0;73.2;59.1;44.0
690781810;HOSPICES CIVILS DE LYON;690783154;HOPITAL EDOUARD HERRIOT - HCL;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1583.0;72.95;C;;1583.0;72.02;1583.0;82.13;1583.0;80.87;1583.0;68.96;1583.0;55.43;1583.0;64.45;50.4;1576.0
690781810;HOSPICES CIVILS DE LYON;690784137;HOPITAL LYON SUD - HCL;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;2682.0;73.77;C;;2682.0;71.96;2682.0;82.62;2682.0;81.63;2682.0;71.53;2682.0;56.04;2682.0;65.93;57.2;2671.0
690781810;HOSPICES CIVILS DE LYON;690784152;HOPITAL CROIX-ROUSSE - HCL;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;3182.0;72.54;C;;3182.0;71.73;3182.0;81.49;3182.0;80.19;3182.0;70.58;3182.0;57.35;3182.0;62.35;60.4;3177.0
690781810;HOSPICES CIVILS DE LYON;690784178;HOPITAL PIERRE WERTHEIMER - HCL;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1198.0;73.72;C;;1198.0;74.88;1198.0;82.9;1198.0;81.18;1198.0;68.77;1198.0;61.24;1198.0;61.86;58.8;1195.0
690781810;HOSPICES CIVILS DE LYON;690784186;HOPITAL LOUIS PRADEL - HCL;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1182.0;74.45;B;;1182.0;73.22;1182.0;82.39;1182.0;82.02;1182.0;73.7;1182.0;58.45;1182.0;65.79;66.2;1179.0
690781810;HOSPICES CIVILS DE LYON;690784194;HOPITAL DES CHARPENNES - HCL;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;159.0;80.62;A;;159.0;83.54;159.0;86.06;159.0;85.28;159.0;79.78;159.0;72.69;159.0;69.69;84.1;157.0
690781810;HOSPICES CIVILS DE LYON;690784202;HOPITAL HENRY GABRIELLE - HCL;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
690781810;HOSPICES CIVILS DE LYON;690787429;HOPITAL DR FREDERIC DUGOUJON - HCL;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
690791082;CLINIQUE LES BRUYERES;690791082;CLINIQUE LES BRUYERES;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
690793468;INFIRMERIE PROTESTANTE;690793468;INFIRMERIE PROTESTANTE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;883.0;77.43;A;;883.0;76.91;883.0;85.07;883.0;85.74;883.0;77.27;883.0;56.45;883.0;69.1;75.9;882.0
690805361;CENTRE HOSPITALIER SAINT JOSEPH SAINT LUC;690805361;CH ST JOSEPH ST LUC;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;764.0;75.02;B;;764.0;73.53;764.0;83.1;764.0;82.17;764.0;76.51;764.0;59.73;764.0;64.99;65.7;762.0
690807367;POLYCLINIQUE  DU BEAUJOLAIS;690807367;POLYCLINIQUE DU BEAUJOLAIS;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;585.0;76.11;B;;585.0;77.19;585.0;82.57;585.0;83.52;585.0;72.85;585.0;62.85;585.0;66.57;60.4;584.0
700004591;CHI HAUTE SAONE;700000011;GH HAUTE SAONE SITE GRAY;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
700004591;CHI HAUTE SAONE;700000029;GH HAUTE SAONE SITE VESOUL;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;672.0;71.72;C;;672.0;69.09;672.0;79.75;672.0;77.91;672.0;70.91;672.0;62.78;672.0;63.09;42.2;671.0
700004591;CHI HAUTE SAONE;700780059;GH HAUTE SAONE SITE LUXEUIL;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
700780174;CLINIQUE ST MARTIN;700780174;CLINIQUE ST MARTIN;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
700004591;CHI HAUTE SAONE;700780208;GH HAUTE SAONE SITE LURE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
710006859;POLYCLINIQUE DU VAL DE SAONE;710006859;POLYCLINIQUE DU VAL DE SAONE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;278.0;79.22;A;;278.0;80.66;278.0;85.39;278.0;84.39;278.0;81.56;278.0;58.11;278.0;70.83;75.8;277.0
710780644;CH PARAY-LE-MONIAL;710010067;CH DU PAYS CHAROLAIS BRIONNAIS;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;248.0;73.56;C;;248.0;71.64;248.0;82.35;248.0;81.4;248.0;76.03;248.0;59.91;248.0;60.71;52.0;248.0
710781451;CH AUTUN;710010786;CH AUTUN SITE PARPAS;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
710780917;HOPITAL PRIVE SAINTE MARIE;710780917;HOPITAL PRIVE SAINTE MARIE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;106.0;72.67;C;;106.0;69.55;106.0;80.31;106.0;79.13;106.0;72.49;106.0;60.56;106.0;63.87;40.6;106.0
710781410;CLINIQUE DU PARC;710781410;CLINIQUE DU PARC;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;35.0;79.84;A;;35.0;80.02;35.0;87.38;35.0;85.94;35.0;79.91;35.0;67.94;35.0;68.85;88.6;35.0
710781824;CENTRE ORTHOPEDIQUE MEDICO-CHIRURGICAL;710781824;CTRE ORTHOPEDIQUE MEDICO CHIRURGICAL;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;355.0;78.28;A;;355.0;79.56;355.0;83.24;355.0;84.91;355.0;80.45;355.0;61.42;355.0;69.77;76.3;355.0
710781592;HOPITAL LOCAL CHAGNY;710978107;HOPITAL LOCAL CHAGNY;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
710781568;CH ALIGRE BOURBON LANCY;710978255;CH ALIGRE BOURBON LANCY;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
710780958;CH WILLIAM MOREY  CHALON-SUR-SAONE;710978263;CH WILLIAM MOREY CHALON SUR SAONE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;240.0;72.61;C;;240.0;72.55;240.0;81.05;240.0;78.64;240.0;74.4;240.0;64.1;240.0;58.74;53.3;240.0
710780263;CH LES CHANAUX MÂCON;710978289;CH LES CHANAUX MACON;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;410.0;71.78;C;;410.0;70.36;410.0;81.44;410.0;78.75;410.0;69.59;410.0;60.2;410.0;61.04;43.0;409.0
710976705;SYNDICAT INTERHOSPITALIER DE MONTCEAU-LES-MINES;710978313;CENTRE HOSPITALIER JEAN BOUVERI;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;79.0;71.17;C;;79.0;72.79;79.0;79.52;79.0;75.78;79.0;74.26;79.0;59.26;79.0;56.94;43.0;79.0
710978347;FONDATION HOTEL DIEU DU CREUSOT;710978347;HOTEL DIEU DU CREUSOT;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;65.0;69.04;D;;65.0;68.38;65.0;78.65;65.0;78.35;65.0;62.16;65.0;55.11;65.0;60.55;36.9;65.0
720000025;CENTRE HOSPITALIER DU MANS;720000033;CENTRE HOSPITALIER DU MANS;Pays de la Loire;1- Obligatoire;1- Oui;771.0;73.15;C;;771.0;71.21;771.0;82.35;771.0;80.77;771.0;73.13;771.0;56.26;771.0;62.95;59.6;770.0
720000066;CENTRE HOSPITALIER CHATEAU DU LOIR;720000124;CENTRE HOSPITALIER CHATEAU DU LOIR;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
720000199;CLINIQUE DU PRE;720000199;CLINIQUE DU PRE;Pays de la Loire;1- Obligatoire;1- Oui;710.0;76.54;B;;710.0;77.85;710.0;83.08;710.0;81.9;710.0;75.91;710.0;59.02;710.0;67.7;64.9;709.0
720000231;CLINIQUE DU TERTRE ROUGE - POLE SANTE SUD;720000231;CLINIQUE DU TERTRE ROUGE;Pays de la Loire;1- Obligatoire;1- Oui;355.0;69.31;D;;355.0;75.9;355.0;79.55;355.0;76.11;355.0;69.41;355.0;54.84;355.0;46.48;43.9;355.0
720000249;CLINIQUE MEDICALE VICTOR HUGO;720000249;CLINIQUE VICTOR HUGO;Pays de la Loire;2- Facultatif;1- Oui;36.0;76.98;B;;36.0;74.88;36.0;85.86;36.0;83.52;36.0;74.07;36.0;66.94;36.0;68.25;71.4;35.0
610780082;CENTRE HOSPITALIER INTERCOMMUNAL - ALENCON-MAMERS;720000470;CENTRE HOSPITALIER MAMERS;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
720000140;CENTRE HOSPITALIER DE ST CALAIS;720000520;CENTRE HOSPITALIER ST CALAIS;Pays de la Loire;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
720006022;CENTRE HOSPITALIER LA FERTE BERNARD;720001437;CH PAUL CHAPRON;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
720016724;CENTRE HOSPITALIER INTERCOMMUNAL;720016179;POLE SANTE SARTHE ET LOIR;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
720017748;CENTRE MEDICO CHIRUGICAL DU MANS SITE DU POLE SANTE SUD;720017748;CENTRE MEDICO-CHIRURGICAL;Pays de la Loire;1- Obligatoire;1- Oui;279.0;74.67;B;;279.0;77.43;279.0;81.08;279.0;81.13;279.0;74.94;279.0;54.59;279.0;64.57;55.2;279.0
730000015;CENTRE HOSPITALIER METROPOLE SAVOIE;730000031;CHMS CHAMBERY NH;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1365.0;75.29;B;;1365.0;74.24;1365.0;83.07;1365.0;81.28;1365.0;77.35;1365.0;62.98;1365.0;63.94;63.7;1362.0
730002839;CH  ALBERTVILLE MOUTIERS;730000049;CH DE MOUTIERS;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
730780103;CH DE ST JEAN DE MAURIENNE;730000080;CH DE SAINT JEAN DE MAURIENNE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;171.0;74.18;B;;171.0;71.6;171.0;83.09;171.0;79.16;171.0;71.15;171.0;67.07;171.0;66.5;61.2;170.0
730000015;CENTRE HOSPITALIER METROPOLE SAVOIE;730000098;CHMS AIX GRAND PORT;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;41.0;73.05;C;;41.0;73.76;41.0;81.15;41.0;78.47;41.0;69.41;41.0;67.73;41.0;62.34;43.9;41.0
730780525;CENTRE HOSPITALIER DE BOURG ST MAURICE;730000247;CH DE BOURG ST MAURICE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;61.0;71.99;C;;61.0;74.82;61.0;81.3;61.0;73.49;61.0;75.93;61.0;53.81;61.0;57.09;54.1;61.0
730002839;CH  ALBERTVILLE MOUTIERS;730000262;CH D'ALBERTVILLE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;262.0;70.77;C;;262.0;67.69;262.0;79.54;262.0;75.98;262.0;72.07;262.0;62.13;262.0;59.72;44.1;261.0
730004298;HOPITAL PRIVE MEDIPOLE DE SAVOIE;730004298;HOPITAL PRIVE MEDIPOLE DE SAVOIE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;663.0;78.9;A;;663.0;79.25;663.0;83.64;663.0;84.82;663.0;80.57;663.0;63.62;663.0;70.66;69.6;661.0
730012499;GCS CLINIQUE HERBERT;730012499;GCS CLINIQUE HERBERT;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
730000015;CENTRE HOSPITALIER METROPOLE SAVOIE;730783644;CHMS AIX REINE HORTENSE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;139.0;82.87;A;;139.0;78.76;139.0;92.11;139.0;91.61;139.0;75.76;139.0;70.16;139.0;78.29;61.9;139.0
740781133;CH ANNECY-GENEVOIS;740000237;CH ANNECY-GENEVOIS SITE ANNECY;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;681.0;72.83;C;;681.0;72.22;681.0;81.6;681.0;80.68;681.0;72.43;681.0;50.24;681.0;63.59;53.2;678.0
740781208;CH GABRIEL DEPLANTE;740000294;HOPITAL GABRIEL DEPLANTE;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
740781133;CH ANNECY-GENEVOIS;740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;132.0;72.66;C;;132.0;71.99;132.0;82.38;132.0;78.71;132.0;69.96;132.0;54.81;132.0;64.12;37.7;130.0
740790381;CHI LES HOPITAUX DU LEMAN;740000328;HOPITAUX DU LEMAN;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;353.0;71.44;C;;353.0;69.95;353.0;80.56;353.0;79.38;353.0;70.35;353.0;55.78;353.0;60.86;44.0;352.0
740014345;HOPITAL PRIVE PAYS DE SAVOIE;740014345;HOPITAL PRIVE PAYS DE SAVOIE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;680.0;74.57;B;;680.0;73.63;680.0;80.81;680.0;81.27;680.0;76.26;680.0;59.5;680.0;65.01;55.2;679.0
740780416;CLINIQUE D'ARGONAY;740780416;CLINIQUE D'ARGONAY;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;546.0;77.61;A;;546.0;77.02;546.0;85.19;546.0;85.73;546.0;74.78;546.0;56.35;546.0;70.99;63.2;546.0
740780424;CLINIQUE GENERALE ANNECY;740780424;CLINIQUE GENERALE D'ANNECY;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;936.0;74.78;B;;936.0;71.58;936.0;82.78;936.0;83.16;936.0;75.27;936.0;60.76;936.0;64.86;66.0;932.0
740790258;CENTRE HOSPITALIER ALPES LEMAN;740781141;CH ALPES LEMAN;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;304.0;72.3;C;;304.0;70.15;304.0;79.58;304.0;77.61;304.0;77.08;304.0;60.1;304.0;60.63;45.9;303.0
740001839;CHI DES HOPITAUX DU PAYS DU MONT BLANC;740781166;HOPITAUX DU MONT BLANC SITE CHAMONIX;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
740001839;CHI DES HOPITAUX DU PAYS DU MONT BLANC;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;735.0;71.66;C;;735.0;72.32;735.0;80.1;735.0;76.79;735.0;72.72;735.0;60.25;735.0;58.59;51.8;732.0
750110025;CENTRE HOSPITALIER NATIONAL OPHTALMOLOGIE DES QUINZE-VINGTS;750000481;CHNO DES QUINZE VINGTS PARIS;Ile de France;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;;;
750062036;GHU PARIS PSY ET NEUROSCIENCES;750000499;CH SAINTE ANNE;Ile de France;1- Obligatoire;1- Oui;136.0;71.88;C;;136.0;74.94;136.0;82.09;136.0;81.48;136.0;63.8;136.0;53.65;136.0;58.43;60.3;136.0
